@relation gtzan_blues_classic_country_disco_hiphop_jazz_metal_pop_reggae_rock_mfcc

@attribute Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f1 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f2 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f3 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f4 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f5 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f6 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f7 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f8 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f9 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f10 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f11 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f12 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f13 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f14 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f15 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f16 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f17 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f18 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f19 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f20 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f21 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f22 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f23 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f24 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f25 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f26 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f27 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f28 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f29 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f30 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f31 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f32 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f33 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f34 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f35 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f36 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f37 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f38 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f39 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f40 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f41 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f42 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f43 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f44 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f45 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f46 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f47 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f48 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f49 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f50 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0_f51 numeric
@attribute class {blues,classical,country,hiphop,jazz,metal,pop,reggae,rock}

@data
-53.027759,3.683557,0.024129,1.325279,-0.44245,0.568592,-0.13467,-0.024974,0.253282,-0.251044,0.238116,-0.164322,0.130539,3.722904,1.455711,1.139661,0.958154,0.759774,0.655341,0.572971,0.521189,0.567174,0.498299,0.568764,0.548581,0.57804,6.396395,1.403961,0.705662,0.798467,0.859446,0.659321,0.499141,0.550467,0.53783,0.427449,0.537221,0.530653,0.560211,4.46762,0.559416,0.342659,0.268074,0.27015,0.182992,0.142638,0.145264,0.165581,0.123882,0.168902,0.195039,0.185463,country
-50.3757,6.193003,0.59541,1.409921,0.15294,0.166095,0.032853,0.065987,-0.34268,0.088512,-0.151366,-0.048096,0.036935,2.970462,1.471607,0.918596,0.814139,0.76504,0.559657,0.640111,0.615126,0.485467,0.556366,0.493463,0.458359,0.483883,5.984507,1.006193,0.483239,0.69329,0.507831,0.289506,0.317163,0.346688,0.229782,0.343894,0.265516,0.213201,0.232859,3.563254,0.447845,0.208446,0.234218,0.269171,0.143383,0.145717,0.134448,0.125979,0.14616,0.109784,0.097448,0.086725,country
-50.138382,3.864603,-0.264872,1.242209,-0.100335,0.39672,0.003205,0.145833,0.354576,-0.04195,-0.191202,-0.087249,-0.09827,2.91171,1.023566,0.898184,0.799583,0.73501,0.580314,0.645874,0.526677,0.490243,0.452873,0.499634,0.490161,0.539078,5.947671,0.840404,0.563427,0.520837,0.430674,0.31591,0.367486,0.312681,0.335939,0.218599,0.303198,0.279137,0.282643,3.581056,0.280121,0.203317,0.242423,0.192596,0.193165,0.173603,0.119955,0.106784,0.069879,0.094811,0.1159,0.143277,country
-50.087209,4.085258,0.419136,0.855058,0.371253,0.661749,-0.003105,0.366355,0.048314,0.106047,0.017121,0.083897,0.071662,2.811359,1.106252,0.791476,0.796252,0.652608,0.596762,0.596631,0.552688,0.511619,0.475874,0.470698,0.476116,0.52352,5.840092,1.230436,0.551141,0.551085,0.439141,0.299796,0.300547,0.269558,0.314399,0.237988,0.222833,0.216503,0.290112,3.904525,0.349215,0.222016,0.195756,0.155621,0.142473,0.130692,0.134633,0.092052,0.110724,0.087637,0.083816,0.116931,country
-49.232349,4.946295,0.723801,1.25075,-0.051546,-0.056874,0.274162,0.343934,0.091653,-0.270582,-0.019057,0.211956,-0.039024,2.541209,1.274019,0.811332,0.689144,0.58328,0.541576,0.510136,0.561176,0.495613,0.442286,0.443046,0.421836,0.383749,6.215032,1.375859,0.710927,0.478031,0.3646,0.382614,0.350128,0.417513,0.267214,0.287945,0.238748,0.305054,0.125785,3.758962,0.606857,0.264976,0.174023,0.177231,0.132268,0.106265,0.125772,0.118416,0.092956,0.094137,0.077089,0.079375,country
-53.752402,6.465973,1.375809,2.523363,-0.024088,0.085971,-0.328379,-0.329321,-0.108365,0.304397,-0.256292,0.298845,-0.414225,4.093785,2.012532,1.061539,0.786207,0.734714,0.558051,0.586238,0.538165,0.484322,0.508381,0.514734,0.430845,0.417145,6.20036,0.969923,1.11865,0.699896,0.612047,0.193893,0.283664,0.334977,0.152487,0.315165,0.306962,0.179481,0.254151,4.091812,0.511222,0.387403,0.253497,0.233533,0.122858,0.150542,0.152163,0.127959,0.1485,0.158343,0.122411,0.098987,country
-52.357325,6.855326,0.539626,1.64857,0.045074,0.267593,0.030445,0.081005,-0.064536,0.017737,-0.130271,-0.254787,-0.196907,2.855644,1.193745,0.650125,0.531715,0.584395,0.524735,0.505613,0.495207,0.484464,0.460065,0.452118,0.423719,0.395235,6.327551,1.98238,0.37577,0.401735,0.503429,0.255414,0.472525,0.375894,0.277432,0.350122,0.248952,0.276883,0.26561,4.161906,0.666189,0.172092,0.10581,0.157446,0.110276,0.09403,0.08672,0.128723,0.11018,0.090838,0.078337,0.075056,country
-49.870195,4.940261,-1.065711,1.693714,0.623487,0.451473,0.236426,0.470287,0.192513,0.280099,0.14065,0.062988,0.331338,2.691541,1.077439,0.856184,0.812658,0.724905,0.651953,0.58767,0.503289,0.471465,0.439221,0.436656,0.421377,0.428007,5.756244,0.858533,0.811442,0.573726,0.452133,0.459317,0.356495,0.238859,0.304978,0.248878,0.253537,0.181203,0.271195,4.079022,0.331426,0.227142,0.210881,0.172144,0.164064,0.14324,0.089272,0.078614,0.079482,0.10424,0.106191,0.097378,country
-55.138187,7.622528,-1.165745,2.330819,0.057073,0.615799,0.228919,-0.022722,0.202501,0.123881,0.338784,-0.237788,0.233877,3.529636,1.38892,0.730138,0.970261,0.765368,0.618758,0.595959,0.549205,0.443833,0.459165,0.528325,0.45435,0.427694,7.747321,1.639065,0.603897,1.021538,0.67259,0.422831,0.468045,0.367964,0.234721,0.221124,0.309802,0.362101,0.305072,3.553275,0.498117,0.21259,0.41155,0.332944,0.220538,0.187388,0.178503,0.092534,0.093977,0.182963,0.126435,0.084856,country
-51.281088,3.683149,1.725959,1.136356,0.703211,0.738069,0.349384,-0.035637,0.150281,0.333088,0.217158,-0.006993,0.154342,3.648515,1.708765,0.909594,0.918143,0.611748,0.622009,0.623692,0.615308,0.605718,0.525713,0.489901,0.50743,0.473174,6.103858,1.02899,0.675568,0.970781,0.465824,0.444964,0.28561,0.467454,0.430857,0.267022,0.308688,0.374316,0.323486,4.132234,0.512405,0.286436,0.292111,0.145338,0.16579,0.159555,0.162573,0.204,0.121302,0.118797,0.14565,0.117605,country
-53.67758,7.649358,-0.368141,2.467353,0.519416,0.4811,-0.09278,0.090463,-0.139463,0.129708,-0.084906,0.069709,-0.011221,3.425082,1.163638,0.778007,0.874281,0.712927,0.562879,0.603402,0.566271,0.533048,0.54539,0.498488,0.444268,0.437016,6.486988,1.186182,0.374315,0.748482,0.564185,0.330972,0.323027,0.370247,0.267947,0.323207,0.249241,0.264624,0.242335,3.713298,0.493644,0.197446,0.252503,0.219161,0.138256,0.19747,0.127811,0.123089,0.128968,0.099005,0.103759,0.070528,country
-52.775532,5.344104,0.318424,2.47164,-0.176812,0.451248,0.235886,-0.334529,0.040676,-0.162324,0.23481,0.427316,0.176318,3.103558,1.091073,0.979738,0.906398,0.813117,0.643844,0.573285,0.635618,0.543894,0.532077,0.505942,0.450399,0.449126,6.205422,0.954339,0.801465,0.958296,0.923902,0.451226,0.581793,0.664898,0.519048,0.418764,0.409334,0.375149,0.268823,4.261171,0.422313,0.336124,0.34172,0.345037,0.166129,0.143366,0.200993,0.121743,0.161555,0.126721,0.11945,0.085614,country
-62.475638,6.40707,1.645888,1.464689,0.88678,0.165211,0.405831,0.057195,0.063496,0.226345,0.210335,0.024586,0.307832,3.68867,1.388016,0.931564,0.83686,0.632239,0.559342,0.538507,0.567753,0.450187,0.466881,0.467277,0.466749,0.437636,8.211287,1.176516,0.912031,0.755869,0.580702,0.393988,0.514933,0.457908,0.269315,0.325716,0.321246,0.321222,0.346069,5.303998,0.754064,0.432835,0.290484,0.216038,0.182227,0.179093,0.156834,0.102703,0.121023,0.103238,0.111283,0.095048,country
-51.599772,5.003605,0.237846,2.17789,0.046949,0.468281,-0.086854,0.171981,-0.557476,0.009381,0.295464,-0.147771,0.539937,3.920214,1.460068,0.851925,1.007205,0.730237,0.676721,0.558554,0.483039,0.504992,0.475607,0.42443,0.438458,0.478336,6.740323,1.887783,0.763638,1.436907,0.786341,1.078015,0.389578,0.31416,0.378802,0.372709,0.341002,0.32546,0.334278,3.9764,0.585753,0.310725,0.514491,0.34735,0.305096,0.202694,0.162828,0.193625,0.152939,0.161833,0.156907,0.174829,country
-52.75993,5.675826,0.271253,1.385431,0.456753,0.726278,0.158888,0.297407,-0.029239,0.190698,-0.086886,0.290029,0.411879,3.260089,1.298328,0.834132,0.834262,0.608874,0.554794,0.542611,0.493807,0.512179,0.477689,0.421602,0.386661,0.391325,6.393237,1.237934,0.649512,0.803426,0.307917,0.465574,0.493684,0.353876,0.402838,0.304372,0.331348,0.268593,0.224454,4.412848,0.611042,0.244548,0.309687,0.200183,0.18289,0.160107,0.131875,0.160982,0.121791,0.08259,0.069557,0.091071,country
-52.752002,7.58907,-0.410497,1.623705,0.120734,0.583415,0.274196,-0.07567,-0.077161,-0.080804,0.063997,-0.29764,-0.081698,3.080879,1.684256,0.937109,0.884871,0.760257,0.55756,0.551465,0.536188,0.478418,0.54693,0.540284,0.51072,0.440319,6.147191,1.037556,0.797489,0.633862,0.740571,0.400116,0.47184,0.409395,0.310335,0.34492,0.467078,0.33699,0.340895,3.995263,0.562633,0.233447,0.316872,0.31565,0.163598,0.131817,0.179807,0.12645,0.149054,0.177919,0.118844,0.122233,country
-47.574342,4.491982,-0.91752,2.035939,-0.328707,0.558918,-0.138766,0.170327,0.170321,0.304702,0.110033,0.089613,0.151646,2.746971,0.938471,1.051266,0.92139,0.646961,0.63898,0.512601,0.506872,0.501437,0.460449,0.438302,0.425533,0.436537,5.753096,0.682759,0.710351,0.781314,0.358798,0.388685,0.235607,0.254721,0.286812,0.188423,0.163511,0.165736,0.239742,3.293866,0.298061,0.271831,0.253734,0.135566,0.171778,0.099665,0.089361,0.074606,0.087207,0.077669,0.092704,0.103132,country
-50.943918,6.169758,-0.316174,2.008775,-0.027594,0.288166,-0.186364,0.09201,0.443083,-0.178683,0.257721,-0.021671,-0.074509,2.321891,0.920708,0.729654,0.79715,0.569398,0.504334,0.476556,0.50341,0.51105,0.496236,0.460383,0.460017,0.437258,6.133278,0.884801,0.750767,0.676452,0.492827,0.335581,0.339475,0.616011,0.398855,0.336404,0.332571,0.486956,0.306937,3.849518,0.436774,0.242553,0.334713,0.198723,0.120759,0.126584,0.155435,0.107707,0.107914,0.108573,0.102138,0.117617,country
-51.174315,7.477144,-0.317032,2.077845,-0.266096,0.060514,0.071399,-0.331105,-0.033456,0.226855,-0.329129,0.175663,0.086537,2.943957,1.270533,0.911956,0.982018,0.677149,0.61397,0.544619,0.601608,0.4876,0.564692,0.481108,0.452324,0.426361,6.200434,1.051607,0.724478,0.657041,0.457999,0.350715,0.302425,0.311363,0.184402,0.408304,0.251973,0.224566,0.258844,3.740124,0.517841,0.239701,0.419736,0.221446,0.171948,0.138633,0.131142,0.094433,0.153175,0.08169,0.094065,0.085691,country
-57.760478,7.242625,2.069227,1.883195,0.8989,0.315657,-0.202093,0.087144,0.007851,0.017077,-0.243014,-0.557117,-0.53141,2.93071,1.111821,0.692405,0.533791,0.536694,0.539795,0.556432,0.492975,0.508795,0.477823,0.505521,0.494444,0.481237,7.171535,1.540312,0.674751,0.37568,0.582161,0.700586,0.54306,0.49148,0.541337,0.479997,0.550597,0.741096,0.736373,4.366666,0.525081,0.206487,0.161659,0.163402,0.167433,0.202416,0.131056,0.168553,0.152839,0.171934,0.170665,0.160749,country
-49.278304,4.88309,-0.599543,1.800327,-0.554489,0.146141,-0.428364,-0.059982,-0.007587,-0.049071,0.08083,-0.213686,0.217398,2.555406,0.929236,0.690113,0.666495,0.525721,0.575335,0.582211,0.469573,0.492723,0.455488,0.394072,0.423954,0.443362,5.780566,1.020832,0.500304,0.545325,0.333798,0.414034,0.375752,0.234525,0.318333,0.309297,0.262281,0.21211,0.215295,3.796328,0.348717,0.18852,0.22213,0.157672,0.175289,0.162515,0.110129,0.129753,0.117035,0.080622,0.119339,0.092649,country
-55.031232,4.425764,0.861028,1.354247,-0.120995,0.974363,0.412998,0.414994,0.014235,0.239757,0.352427,0.025475,-0.025771,3.614507,1.304416,0.727001,0.766662,0.568066,0.570571,0.569798,0.510543,0.499562,0.466493,0.473912,0.45263,0.429905,6.557714,1.147308,0.501531,0.462551,0.292281,0.324591,0.355103,0.377982,0.328976,0.346473,0.302944,0.350733,0.37557,4.311757,0.417096,0.211577,0.281826,0.187277,0.179103,0.198178,0.133049,0.144092,0.109253,0.101005,0.123639,0.102674,country
-50.312399,3.527271,0.571273,1.171644,-0.403516,0.756294,-0.046006,0.464727,-0.152103,-0.057955,0.031035,0.029192,-0.270831,3.202311,1.253567,0.90156,0.924611,0.733828,0.644161,0.68286,0.55267,0.503747,0.541048,0.531847,0.521547,0.530783,6.207448,1.004404,0.840001,0.940078,0.527835,0.380807,0.547674,0.386525,0.316296,0.473492,0.509684,0.379238,0.30528,3.821738,0.372935,0.320882,0.368525,0.217388,0.16657,0.201382,0.140528,0.118181,0.160926,0.157459,0.134046,0.121246,country
-52.064592,4.195834,-0.435627,0.7422,0.195811,0.199857,0.282677,0.341993,0.276264,0.468874,0.30634,0.146128,0.118621,3.610846,1.443454,0.937373,0.720672,0.686851,0.635767,0.588604,0.599837,0.581397,0.567628,0.576302,0.585689,0.544061,6.033749,0.628511,0.590641,0.55168,0.365607,0.302068,0.185026,0.287173,0.253054,0.301272,0.189839,0.234242,0.286415,3.844621,0.289289,0.32321,0.26505,0.186236,0.140442,0.122633,0.132336,0.150872,0.168473,0.156694,0.148033,0.137922,country
-49.531387,5.012722,-0.688482,1.966926,-0.321305,0.602385,0.269951,-0.59533,0.595237,-0.129408,0.398294,0.21188,-0.109171,2.900511,1.187422,0.868906,0.960648,0.779359,0.546785,0.575689,0.586086,0.632042,0.536182,0.553789,0.452752,0.392364,5.726618,0.829822,0.478375,0.78831,0.496973,0.297405,0.369793,0.286021,0.33368,0.231608,0.371693,0.214137,0.176263,3.648889,0.331479,0.189889,0.230684,0.228371,0.132568,0.156335,0.120983,0.157785,0.116014,0.157562,0.095963,0.068423,country
-61.106948,4.399597,0.448233,2.202496,0.383587,0.921357,0.205296,0.380167,0.11448,0.252338,0.094655,0.348441,0.512626,3.755725,1.560018,0.934283,0.887509,0.742429,0.680754,0.576865,0.605828,0.583378,0.491959,0.443568,0.456605,0.499019,7.56214,1.498738,0.938984,0.799862,0.681013,0.490863,0.317588,0.445117,0.425785,0.357898,0.258292,0.347746,0.47427,4.984984,0.516378,0.415547,0.41779,0.238446,0.215603,0.134154,0.177494,0.199261,0.122514,0.11288,0.103802,0.10768,country
-52.451932,5.252141,-0.209383,1.870124,0.615125,0.14891,0.020058,-0.004533,0.39777,-0.144029,0.049787,0.146484,0.219404,2.777468,1.348902,0.945259,0.833063,0.684081,0.575866,0.529237,0.558767,0.484908,0.495517,0.431739,0.393076,0.439302,6.339682,1.042503,0.890697,0.640917,0.622222,0.426109,0.305435,0.329363,0.348105,0.307043,0.317016,0.202417,0.242062,4.031234,0.551441,0.30489,0.304965,0.288049,0.135836,0.124425,0.162583,0.111617,0.134229,0.096545,0.082083,0.116191,country
-49.581637,3.891377,0.054835,0.673638,0.093852,0.304856,0.245016,-0.150974,0.295825,0.254438,0.108104,0.372176,0.188224,2.78431,1.02115,0.985177,0.862244,0.652955,0.580206,0.571016,0.489201,0.523565,0.465442,0.446479,0.44604,0.427617,5.731829,0.776922,0.473546,0.548679,0.382387,0.41238,0.33038,0.458409,0.400075,0.245569,0.324854,0.194184,0.221298,3.845669,0.22577,0.247984,0.304574,0.155008,0.16444,0.11233,0.10552,0.111161,0.075079,0.104164,0.10752,0.056795,country
-48.005284,1.699862,0.768223,1.397343,-0.052287,0.144764,0.107307,0.058167,-0.163339,0.160732,0.182054,-0.011047,0.210851,3.164788,1.000045,0.841914,0.934812,0.68194,0.625871,0.563232,0.480832,0.470087,0.447045,0.459358,0.443326,0.451919,5.524601,0.490549,0.288687,0.427399,0.321887,0.303589,0.221058,0.207852,0.205461,0.186184,0.160887,0.216407,0.171662,3.581798,0.178611,0.181407,0.273964,0.18795,0.122636,0.117342,0.089453,0.067082,0.075178,0.07568,0.081774,0.088563,country
-49.136284,3.892928,0.085338,1.727876,-0.283671,0.489633,0.389717,0.32355,0.09997,0.125006,0.23689,-0.100244,0.053325,3.458166,1.163163,1.072469,0.920982,0.669829,0.582925,0.562796,0.545178,0.527327,0.476258,0.451702,0.457517,0.43398,5.326894,0.747678,0.637731,0.61531,0.376929,0.348349,0.308984,0.240471,0.306194,0.179323,0.170068,0.173515,0.170547,4.200676,0.283507,0.294977,0.350901,0.191044,0.126454,0.134173,0.104211,0.099249,0.098396,0.073912,0.098291,0.082836,country
-49.782034,4.191733,0.376131,2.093944,0.059365,0.648307,0.360891,-0.285584,0.267986,0.042993,0.210592,0.037529,0.002061,2.738961,1.284048,0.905321,0.835852,0.680825,0.571412,0.57085,0.649174,0.47194,0.542308,0.435362,0.446293,0.423063,6.041522,1.000565,0.637232,0.456857,0.485471,0.260278,0.408397,0.57017,0.255646,0.30742,0.188219,0.189336,0.210158,3.569549,0.26596,0.230849,0.194991,0.204702,0.144978,0.124155,0.175933,0.094002,0.155769,0.088746,0.090489,0.096638,country
-48.784657,4.068834,0.665085,1.550747,0.801621,0.664264,-0.125735,0.312654,-0.114492,-0.206826,0.590988,0.138991,0.222961,2.753756,1.073146,0.694289,0.719463,0.621228,0.471881,0.594055,0.580864,0.495472,0.527179,0.479483,0.4563,0.414347,5.507755,0.58881,0.498527,0.471323,0.240664,0.227242,0.33731,0.257253,0.229026,0.193531,0.222423,0.216399,0.157613,3.784116,0.231513,0.177267,0.23743,0.140285,0.074071,0.148381,0.108331,0.102463,0.099266,0.07381,0.103017,0.082224,country
-48.357855,3.847092,-1.095094,0.994488,0.318804,0.162535,0.044907,0.243487,0.123655,-0.110251,0.168357,-0.051673,0.011305,2.843536,1.23431,0.984297,0.742767,0.583842,0.580145,0.515713,0.551557,0.483231,0.485265,0.446017,0.428952,0.427573,5.671688,0.714138,0.560031,0.556117,0.444146,0.414417,0.354296,0.314933,0.289683,0.337268,0.208569,0.201021,0.156494,3.71445,0.338868,0.217011,0.283836,0.162141,0.148254,0.147813,0.107109,0.089176,0.113858,0.09164,0.081141,0.108071,country
-51.070584,6.195523,-1.002283,1.262845,0.456565,0.390841,0.120148,-0.38847,-0.017162,0.052184,0.017214,0.210758,0.000066,2.912705,1.242751,0.963906,0.77953,0.59336,0.516172,0.486591,0.454083,0.451975,0.46193,0.426144,0.394459,0.399128,6.855641,1.296651,0.724183,0.700088,0.680401,0.525717,0.477408,0.407241,0.385199,0.275946,0.355611,0.285627,0.294786,3.81765,0.47824,0.397046,0.319014,0.228896,0.155213,0.150719,0.113451,0.099001,0.133218,0.119745,0.089275,0.096596,country
-46.606131,3.524454,-0.672368,1.281848,-0.271798,0.233244,-0.177745,0.04362,-0.035503,-0.022963,0.249603,0.072447,0.172484,2.903504,1.332666,0.883455,0.963853,0.602637,0.614109,0.573905,0.529263,0.582964,0.485451,0.480863,0.432905,0.491548,5.39974,0.721928,0.639114,0.623822,0.3889,0.40178,0.280539,0.383962,0.404748,0.236622,0.197188,0.187409,0.231979,3.589378,0.420662,0.252566,0.282523,0.141295,0.162699,0.144526,0.124617,0.148322,0.088016,0.109835,0.091392,0.165345,country
-48.675023,3.844458,0.092268,2.42864,-0.553031,0.333714,-0.077566,-0.125508,0.327549,0.208892,-0.17248,0.480792,-0.110941,3.263873,1.223181,0.922187,1.071399,0.675568,0.623727,0.640439,0.766933,0.526394,0.61789,0.581886,0.533317,0.506371,5.592741,0.888913,0.399555,0.863046,0.443966,0.332946,0.383804,0.544523,0.235158,0.313199,0.320741,0.23967,0.282438,3.649626,0.334025,0.2999,0.341771,0.224779,0.135341,0.15346,0.195341,0.121969,0.226957,0.150693,0.155488,0.12869,country
-49.956566,4.738077,-1.111595,1.924565,-0.72427,1.309903,-0.387251,0.678158,-0.165497,0.239198,-0.086364,0.121837,0.224919,3.031272,1.301097,0.737422,0.769248,0.736854,0.599771,0.576619,0.550636,0.533056,0.558218,0.529591,0.517508,0.507486,5.668883,1.043188,0.527857,0.703999,0.439639,0.435666,0.402663,0.305984,0.368474,0.305866,0.331127,0.265503,0.329578,3.931093,0.44112,0.192816,0.255384,0.197095,0.173801,0.153011,0.174188,0.140474,0.130812,0.164882,0.154604,0.13181,country
-50.104184,5.428074,0.522756,1.778556,-0.275345,1.068057,-0.058899,-0.211491,0.022124,-0.101019,0.863136,0.074164,0.082188,3.531929,1.124305,0.844659,0.901495,0.716515,0.575235,0.651557,0.590177,0.527052,0.580996,0.548958,0.539647,0.419236,6.09216,0.890079,0.544698,0.655969,0.473055,0.406115,0.299611,0.328959,0.39272,0.353489,0.297215,0.38967,0.193811,4.154043,0.414876,0.257065,0.364162,0.191088,0.133866,0.202445,0.161198,0.120246,0.142126,0.134983,0.134369,0.100702,country
