@relation gtzan_ssd

@attribute Feature_1 numeric
@attribute Feature_2 numeric
@attribute Feature_3 numeric
@attribute Feature_4 numeric
@attribute Feature_5 numeric
@attribute Feature_6 numeric
@attribute Feature_7 numeric
@attribute Feature_8 numeric
@attribute Feature_9 numeric
@attribute Feature_10 numeric
@attribute Feature_11 numeric
@attribute Feature_12 numeric
@attribute Feature_13 numeric
@attribute Feature_14 numeric
@attribute Feature_15 numeric
@attribute Feature_16 numeric
@attribute Feature_17 numeric
@attribute Feature_18 numeric
@attribute Feature_19 numeric
@attribute Feature_20 numeric
@attribute Feature_21 numeric
@attribute Feature_22 numeric
@attribute Feature_23 numeric
@attribute Feature_24 numeric
@attribute Feature_25 numeric
@attribute Feature_26 numeric
@attribute Feature_27 numeric
@attribute Feature_28 numeric
@attribute Feature_29 numeric
@attribute Feature_30 numeric
@attribute Feature_31 numeric
@attribute Feature_32 numeric
@attribute Feature_33 numeric
@attribute Feature_34 numeric
@attribute Feature_35 numeric
@attribute Feature_36 numeric
@attribute Feature_37 numeric
@attribute Feature_38 numeric
@attribute Feature_39 numeric
@attribute Feature_40 numeric
@attribute Feature_41 numeric
@attribute Feature_42 numeric
@attribute Feature_43 numeric
@attribute Feature_44 numeric
@attribute Feature_45 numeric
@attribute Feature_46 numeric
@attribute Feature_47 numeric
@attribute Feature_48 numeric
@attribute Feature_49 numeric
@attribute Feature_50 numeric
@attribute Feature_51 numeric
@attribute Feature_52 numeric
@attribute Feature_53 numeric
@attribute Feature_54 numeric
@attribute Feature_55 numeric
@attribute Feature_56 numeric
@attribute Feature_57 numeric
@attribute Feature_58 numeric
@attribute Feature_59 numeric
@attribute Feature_60 numeric
@attribute Feature_61 numeric
@attribute Feature_62 numeric
@attribute Feature_63 numeric
@attribute Feature_64 numeric
@attribute Feature_65 numeric
@attribute Feature_66 numeric
@attribute Feature_67 numeric
@attribute Feature_68 numeric
@attribute Feature_69 numeric
@attribute Feature_70 numeric
@attribute Feature_71 numeric
@attribute Feature_72 numeric
@attribute Feature_73 numeric
@attribute Feature_74 numeric
@attribute Feature_75 numeric
@attribute Feature_76 numeric
@attribute Feature_77 numeric
@attribute Feature_78 numeric
@attribute Feature_79 numeric
@attribute Feature_80 numeric
@attribute Feature_81 numeric
@attribute Feature_82 numeric
@attribute Feature_83 numeric
@attribute Feature_84 numeric
@attribute Feature_85 numeric
@attribute Feature_86 numeric
@attribute Feature_87 numeric
@attribute Feature_88 numeric
@attribute Feature_89 numeric
@attribute Feature_90 numeric
@attribute Feature_91 numeric
@attribute Feature_92 numeric
@attribute Feature_93 numeric
@attribute Feature_94 numeric
@attribute Feature_95 numeric
@attribute Feature_96 numeric
@attribute Feature_97 numeric
@attribute Feature_98 numeric
@attribute Feature_99 numeric
@attribute Feature_100 numeric
@attribute Feature_101 numeric
@attribute Feature_102 numeric
@attribute Feature_103 numeric
@attribute Feature_104 numeric
@attribute Feature_105 numeric
@attribute Feature_106 numeric
@attribute Feature_107 numeric
@attribute Feature_108 numeric
@attribute Feature_109 numeric
@attribute Feature_110 numeric
@attribute Feature_111 numeric
@attribute Feature_112 numeric
@attribute Feature_113 numeric
@attribute Feature_114 numeric
@attribute Feature_115 numeric
@attribute Feature_116 numeric
@attribute Feature_117 numeric
@attribute Feature_118 numeric
@attribute Feature_119 numeric
@attribute Feature_120 numeric
@attribute Feature_121 numeric
@attribute Feature_122 numeric
@attribute Feature_123 numeric
@attribute Feature_124 numeric
@attribute Feature_125 numeric
@attribute Feature_126 numeric
@attribute Feature_127 numeric
@attribute Feature_128 numeric
@attribute Feature_129 numeric
@attribute Feature_130 numeric
@attribute Feature_131 numeric
@attribute Feature_132 numeric
@attribute Feature_133 numeric
@attribute Feature_134 numeric
@attribute Feature_135 numeric
@attribute Feature_136 numeric
@attribute Feature_137 numeric
@attribute Feature_138 numeric
@attribute Feature_139 numeric
@attribute Feature_140 numeric
@attribute Feature_141 numeric
@attribute Feature_142 numeric
@attribute Feature_143 numeric
@attribute Feature_144 numeric
@attribute Feature_145 numeric
@attribute Feature_146 numeric
@attribute Feature_147 numeric
@attribute Feature_148 numeric
@attribute Feature_149 numeric
@attribute Feature_150 numeric
@attribute Feature_151 numeric
@attribute Feature_152 numeric
@attribute Feature_153 numeric
@attribute Feature_154 numeric
@attribute Feature_155 numeric
@attribute Feature_156 numeric
@attribute Feature_157 numeric
@attribute Feature_158 numeric
@attribute Feature_159 numeric
@attribute Feature_160 numeric
@attribute Feature_161 numeric
@attribute Feature_162 numeric
@attribute Feature_163 numeric
@attribute Feature_164 numeric
@attribute Feature_165 numeric
@attribute Feature_166 numeric
@attribute Feature_167 numeric
@attribute Feature_168 numeric
@attribute class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@data
0.763507,1.846977,2.015253,2.897704,2.725303,2.468635,1.759314,1.88175,1.719649,1.770896,1.589257,1.238772,1.405879,1.293246,1.670766,1.322324,1.114661,0.838599,0.48036,0.260206,0.152969,0.058769,0.001066,0.001066,0.210564,0.574635,0.700232,1.45835,1.609594,1.018246,0.36957,0.48352,0.683656,0.884472,0.628291,0.346255,0.232907,0.345026,0.471562,0.192127,0.155523,0.112819,0.052953,0.024718,0.012113,0.003836,0,0,0.473965,0.272332,0.572141,0.766158,0.852288,0.750251,0.554652,0.884422,1.136721,1.326199,1.654398,1.813131,1.036517,1.592102,1.421679,1.029811,1.033596,0.852515,0.720768,1.055701,1.180724,1.650776,1,1,2.693699,2.817388,3.132641,3.253663,3.441655,3.4897,3.034325,3.708277,4.236238,5.137879,7.612635,9.694696,4.650638,6.327502,6.429437,4.957797,4.894797,4.105964,3.410734,4.209133,4.601663,6.341621,1,1,0.720826,1.822392,1.92501,2.679285,2.469773,2.325171,1.682589,1.740651,1.497622,1.53683,1.4151,1.118783,1.318351,1.146101,1.540411,1.25518,1.047898,0.792204,0.44609,0.22552,0.125923,0.038923,0.001066,0.001066,0.013069,0.149716,0.27495,0.792216,0.582818,0.583644,0.564123,0.596655,0.42698,0.3863,0.467131,0.323062,0.463528,0.422505,0.539055,0.460729,0.340171,0.214056,0.070689,0.024174,0.005268,0.001066,0.001066,0.001066,2.232038,4.212321,4.938438,6.843577,6.902983,6.338962,3.727194,4.612065,4.721526,5.260401,5.37924,4.281916,3.450287,4.073484,5.15677,3.409702,2.878202,2.218976,1.329889,0.892722,0.617468,0.345678,0.001066,0.001066,classical
0.429007,0.916544,1.245208,1.686567,1.316169,1.680608,1.237365,1.470265,1.428445,1.250162,0.970351,1.350551,1.163364,1.002044,1.047768,1.020859,0.794691,0.628275,0.299946,0.17846,0.099163,0.040489,0.001067,0.001066,0.201899,0.553253,0.54054,0.769273,0.738124,0.92542,0.377729,0.637119,0.825035,0.778759,0.29505,1.150825,0.537134,0.513764,0.423333,0.466347,0.258493,0.23463,0.082457,0.049984,0.024397,0.00854,0,0,1.66021,1.765695,0.828466,1.08848,1.329406,1.251482,0.718266,1.284192,1.255622,1.134454,0.603008,1.271772,1.295534,0.972796,1.161368,1.200874,0.930707,1.29646,1.474696,1.948636,2.099709,4.055329,5.30778,1,6.824641,7.188112,3.712974,5.349517,5.545037,5.691584,3.338575,6.422614,6.193215,4.48517,3.166367,5.278589,5.648768,3.917968,5.356264,5.694229,4.838027,5.538191,5.697309,7.702117,8.144318,29.517738,102.600392,1,0.319518,0.725737,1.166307,1.58895,1.155548,1.514499,1.143027,1.357704,1.286043,1.028901,0.900725,1.015223,1.010243,0.868173,0.925158,0.885383,0.72883,0.526381,0.237199,0.122734,0.054683,0.017653,0.001066,0.001066,0.008528,0.145922,0.12564,0.234825,0.154378,0.218237,0.150849,0.186476,0.117631,0.092637,0.077747,0.134737,0.131379,0.100635,0.140204,0.122685,0.06721,0.050343,0.0098,0.001607,0.001066,0.001066,0.001066,0.001066,1.943185,3.044367,3.889875,5.066694,4.84337,5.25105,3.253678,4.820328,4.794697,4.115367,2.781331,4.524571,4.260553,3.300346,3.6025,3.845483,2.575897,2.269205,1.227701,0.932036,0.541049,0.328613,0.001216,0.001066,classical
0.441496,0.957847,1.421835,1.754538,1.539013,1.290087,1.181693,1.230886,0.914016,0.592607,0.619977,0.572655,0.606682,0.454494,0.524499,0.454822,0.428133,0.311321,0.125455,0.06479,0.038735,0.007656,0.001066,0.001066,0.09918,0.141746,0.335609,0.554994,0.30747,0.308494,0.23995,0.381067,0.401854,0.185943,0.252142,0.274367,0.158537,0.063264,0.079919,0.044735,0.050198,0.027289,0.006104,0.002908,0.001362,0.000116,0,0,0.906491,0.385178,0.561338,0.576408,0.524211,0.759435,0.52804,0.673388,1.001618,1.081474,1.117351,1.164504,0.982678,0.769743,0.633043,0.570395,1.103799,0.675004,0.958633,1.812677,3.590614,5.492868,1,1,3.428046,2.964536,3.036707,3.325771,3.076001,3.716437,2.915129,3.441724,4.349236,3.806516,4.741584,4.646974,4.055452,3.315653,3.130984,2.988963,5.366686,3.078813,3.801635,8.416491,27.842939,77.729117,1,1,0.387165,0.929582,1.335501,1.550837,1.482131,1.213277,1.087607,1.156695,0.789398,0.474647,0.497691,0.496176,0.513026,0.418519,0.490281,0.420707,0.38131,0.282515,0.108217,0.051197,0.029304,0.004766,0.001066,0.001066,0.023578,0.163356,0.245974,0.470083,0.349957,0.260691,0.275342,0.231827,0.090423,0.044044,0.076076,0.048779,0.073534,0.064209,0.0682,0.097858,0.090207,0.063309,0.021741,0.008122,0.004225,0.001066,0.001066,0.001066,1.349736,2.074527,3.209588,3.72358,3.247032,3.037574,2.643757,2.9413,2.84094,1.931786,2.142114,1.875802,1.962122,1.343835,1.486069,1.071756,1.330417,0.773026,0.396455,0.239583,0.151191,0.048354,0.001066,0.001066,classical
0.689562,1.676768,2.0093,2.56954,2.20091,2.545691,1.715078,2.084745,1.531577,1.735352,1.619097,1.82701,1.660847,1.484001,1.804042,1.444049,1.340495,0.990487,0.637105,0.389507,0.231312,0.111052,0.001117,0.001066,0.320306,1.007164,0.655833,1.020164,0.872482,1.188503,0.392417,0.701345,0.660801,0.872052,0.941564,1.06534,0.520299,0.536821,0.718,0.349032,0.386817,0.182269,0.09764,0.058934,0.028227,0.009928,0.000001,0,1.04611,0.801969,0.527586,0.690459,0.736148,0.310903,0.293838,0.880819,0.799749,0.745161,1.141068,1.181207,0.577832,0.999638,0.855873,0.973865,0.821825,0.774579,0.611964,1.008025,1.284659,1.661673,3.14486,1,3.669377,3.645072,3.041211,4.26607,3.991273,2.715464,2.619365,4.061011,3.575623,3.04661,4.33285,4.500253,3.399086,4.380793,4.135295,4.430275,4.387272,4.35885,3.791525,4.448118,5.511316,7.134399,31.536351,1,0.56611,1.569408,1.92313,2.428186,2.065273,2.516765,1.685887,1.968257,1.379984,1.543472,1.411247,1.5925,1.582069,1.338711,1.675681,1.363628,1.257788,0.939973,0.625965,0.363867,0.215669,0.094524,0.001066,0.001066,0.001297,0.102015,0.352867,0.541854,0.362692,0.46857,0.413603,0.460511,0.240184,0.315408,0.237522,0.310307,0.388839,0.357243,0.407763,0.396789,0.319467,0.228179,0.088714,0.047336,0.016852,0.001663,0.001066,0.001066,2.541941,4.779082,4.851976,6.256202,5.697526,5.834903,3.708585,5.583362,4.32076,4.712247,5.288767,5.452429,4.227109,4.218705,5.011247,3.793388,3.954767,2.568822,1.643669,1.146146,0.742152,0.438403,0.007601,0.001066,classical
0.462423,1.081863,1.349142,1.780941,1.279174,1.910602,1.272629,1.38163,1.1553,1.253792,1.133684,1.004892,1.25102,1.22374,1.523735,1.25184,1.144295,0.803214,0.488461,0.320492,0.183225,0.087966,0.001076,0.001066,0.209924,0.748686,0.772555,0.980167,0.616841,1.215735,0.351343,0.51211,0.559814,0.813107,0.607811,0.469673,0.469064,0.516781,0.860629,0.3585,0.35235,0.190318,0.095021,0.064805,0.027069,0.010669,0,0,1.323834,1.298555,1.164521,0.833402,1.131274,1.124925,1.147324,1.07961,1.137895,1.386138,1.817854,1.495372,1.340009,1.452821,1.475025,1.237463,1.197227,1.34548,1.202785,1.49819,1.702976,2.371358,4.240681,1,4.582547,4.46776,4.309584,3.674578,4.414235,5.767477,4.866371,4.813824,4.151936,5.169793,10.080001,6.217996,5.383425,5.293462,6.645223,5.700622,5.108039,5.838152,5.055661,6.510841,8.258406,11.960144,66.990412,1,0.348301,0.832809,1.104317,1.553377,1.104369,1.693619,1.164304,1.240254,0.960819,1.028037,0.968052,0.820512,1.107038,1.021909,1.314289,1.145062,1.031446,0.713511,0.427443,0.253775,0.147895,0.062759,0.001066,0.001066,0.002323,0.067212,0.135554,0.409505,0.1242,0.320741,0.325485,0.290704,0.146328,0.207249,0.165785,0.20819,0.281856,0.272877,0.362638,0.295506,0.281949,0.187131,0.060951,0.024139,0.004127,0.001066,0.001066,0.001066,2.082395,3.991907,4.569841,4.931762,4.226773,5.65499,3.578864,4.408777,4.002097,4.452208,4.437616,3.568831,4.054932,4.282514,5.376563,3.902015,3.441432,2.687104,1.595886,1.376962,0.747943,0.473974,0.003349,0.001066,classical
0.077283,0.916439,1.705927,1.756011,1.089159,1.400964,1.114217,1.327978,0.935273,0.728816,0.627945,0.638896,1.053409,0.766037,1.106603,0.962202,0.88224,0.62829,0.258443,0.188443,0.096767,0.030833,0.001066,0.001066,0.010428,0.501847,0.888202,0.772401,0.233691,0.350016,0.22325,0.423054,0.249065,0.149918,0.105277,0.113233,0.365849,0.187169,0.409622,0.301511,0.355126,0.163427,0.050917,0.040673,0.017319,0.003394,0,0,2.242946,1.15036,0.791653,0.96295,0.646791,0.73557,0.599144,0.896821,0.87582,1.00654,0.968878,0.91478,1.003907,0.99723,0.995558,1.006973,1.182487,0.761108,1.210205,1.496092,1.795401,3.249525,1,1,10.359322,4.340645,3.466317,3.632948,3.202599,3.664763,3.297072,3.567087,3.593198,3.836874,4.271143,3.77147,3.849293,4.460255,3.999787,4.073809,4.541762,2.964009,4.052441,5.72296,6.405867,18.922097,1,1,0.054623,0.762765,1.558557,1.54716,1.030591,1.334747,1.060461,1.198212,0.842825,0.645846,0.586006,0.57377,0.921223,0.69936,0.986487,0.862944,0.752607,0.550811,0.186712,0.123391,0.044867,0.003023,0.001066,0.001066,0.001066,0.018365,0.163288,0.336153,0.138446,0.226794,0.213613,0.209348,0.138498,0.085466,0.072616,0.080135,0.14454,0.077702,0.179026,0.169378,0.113433,0.056078,0.010858,0.002137,0.001066,0.001066,0.001066,0.001066,0.534434,3.409454,4.789753,4.603231,2.815826,3.589192,2.668056,3.610889,2.648153,2.027856,1.817897,1.894411,3.337892,2.517811,3.433732,3.041966,3.19696,1.797138,1.012945,0.885132,0.535963,0.263079,0.001066,0.001066,classical
0.325847,1.206795,1.619581,1.554123,0.907519,1.056858,0.860148,0.962029,0.568008,0.433209,0.406425,0.417667,0.395295,0.448295,0.411562,0.395574,0.353436,0.224128,0.099226,0.061692,0.02499,0.004476,0.001066,0.001066,0.098156,0.447821,0.738263,0.707651,0.312149,0.609224,0.367545,0.479028,0.312161,0.132016,0.104626,0.138429,0.136154,0.167014,0.143481,0.141887,0.12804,0.056509,0.023906,0.01289,0.004094,0.000304,0,0,1.493324,1.178949,1.503507,1.209155,1.357746,1.676364,1.494902,1.451145,2.44824,1.794569,1.194536,2.012463,1.87051,1.951897,1.803012,2.292185,2.424851,2.502484,3.788006,4.476422,5.216141,9.033633,1,1,5.508075,5.866188,6.692341,5.420945,6.611279,8.119904,7.175973,6.59564,15.24678,9.256333,4.715383,10.527185,9.773072,8.992069,6.878723,12.129696,12.819804,12.716738,26.645097,33.922275,43.572025,119.244542,1,1,0.243867,1.116686,1.436401,1.416483,0.828666,0.910777,0.753319,0.846928,0.43342,0.351151,0.339551,0.337219,0.312922,0.349425,0.313325,0.300936,0.269746,0.163523,0.047623,0.021765,0.002152,0.001066,0.001066,0.001066,0.001066,0.067579,0.15368,0.259187,0.068046,0.108979,0.073264,0.092305,0.043384,0.025848,0.010534,0.023939,0.011363,0.030126,0.03181,0.029587,0.016924,0.00942,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,1.515654,4.308969,5.54171,5.029416,3.552496,4.692681,3.355209,4.082,4.385078,2.231121,1.783611,2.616183,2.354586,2.65115,2.11314,2.55053,2.189578,1.579992,1.038882,0.828115,0.457264,0.162699,0.001066,0.001066,classical
0.024708,0.597848,0.810057,0.974526,0.378952,0.409699,0.528322,0.381565,0.288982,0.139298,0.121331,0.090587,0.113947,0.09091,0.098465,0.089265,0.062804,0.043643,0.009906,0.005137,0.00155,0.001067,0.001066,0.001066,0.001121,0.058901,0.100325,0.174935,0.068991,0.05354,0.057698,0.053246,0.032187,0.016242,0.009707,0.013988,0.009255,0.009602,0.009216,0.007947,0.004915,0.0029,0.000413,0.000193,0.000007,0,0,0,1.66935,0.158652,0.27132,0.465582,1.205849,0.975591,0.057149,0.807397,0.833652,0.991694,1.075732,1.651122,1.361087,1.670849,1.282393,1.532223,1.932732,2.150506,4.68557,8.187211,5.443553,4.578082,1,1,5.630858,2.775643,3.023923,3.442053,4.812735,4.104849,2.52034,3.659525,3.458198,3.600741,3.835441,6.068433,5.557746,6.34237,4.41402,5.550118,7.391867,9.481759,33.365711,117.802501,63.531638,76.099603,1,1,0.011523,0.578045,0.783937,0.909019,0.321064,0.368562,0.535148,0.35116,0.259126,0.108198,0.095399,0.054672,0.087717,0.067157,0.072827,0.062684,0.042178,0.028139,0.003627,0.001671,0.001066,0.001066,0.001066,0.001066,0.001066,0.060307,0.093343,0.160763,0.0078,0.041545,0.03773,0.013125,0.016464,0.001265,0.001269,0.001066,0.002074,0.002512,0.00581,0.012733,0.010991,0.004768,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,0.16828,1.222419,1.751565,2.18695,1.367411,1.144519,1.200923,1.140607,0.874069,0.555782,0.464723,0.456713,0.502832,0.487823,0.441516,0.426207,0.337347,0.247076,0.091894,0.070968,0.012237,0.001191,0.001066,0.001066,classical
0.05586,0.565852,0.880224,0.903519,0.564225,0.662198,0.521863,0.543784,0.475168,0.320718,0.325358,0.320785,0.33815,0.444554,0.377174,0.376294,0.350276,0.252277,0.080479,0.039324,0.017751,0.00333,0.001066,0.001066,0.003539,0.374961,0.532977,0.319196,0.166392,0.172216,0.116758,0.143013,0.076018,0.052043,0.060898,0.059745,0.057551,0.097961,0.077803,0.062675,0.054202,0.038119,0.006417,0.002468,0.00092,0.000069,0,0,1.352611,1.201409,0.661215,0.648932,1.002228,0.532468,0.532959,0.73325,0.686805,0.29447,0.851156,0.49738,0.695431,0.805086,0.696463,0.606091,0.580281,1.031144,1.396465,3.071876,6.06051,1.895504,1,1,4.961287,5.037604,2.869265,3.457631,4.190729,3.037228,3.631363,4.14633,3.643562,2.411326,4.965156,2.420685,3.504602,3.969159,3.69308,3.350677,3.451961,4.312264,5.499679,17.214064,66.228365,6.689074,1,1,0.042018,0.443797,0.851186,0.878779,0.500834,0.602281,0.532307,0.528419,0.42622,0.312015,0.318,0.29056,0.320498,0.388389,0.373676,0.363833,0.339467,0.226545,0.069716,0.033272,0.011203,0.001183,0.001066,0.001066,0.001066,0.009977,0.025133,0.073379,0.035827,0.045242,0.015158,0.00677,0.031575,0.002573,0.002991,0.009462,0.009596,0.023455,0.012128,0.02347,0.017653,0.006813,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,0.240304,2.319483,2.536408,2.541156,1.893868,1.949013,1.256788,1.70136,1.306107,0.890496,0.900125,0.895637,0.978958,1.449347,0.999385,0.995171,0.947652,0.806092,0.311637,0.190323,0.108241,0.024049,0.001066,0.001066,classical
0.377986,1.153088,1.942847,2.195078,1.347773,1.246346,0.980026,1.331364,1.010585,0.79677,0.87016,0.732717,1.204139,0.978133,1.364829,1.180181,1.26412,0.709083,0.473493,0.263456,0.142184,0.042979,0.001091,0.001066,0.088421,0.5837,1.067217,1.297401,0.481046,0.564562,0.27417,0.465207,0.231268,0.265493,0.193321,0.222177,0.558143,0.303792,0.62338,0.34435,0.388956,0.141537,0.098226,0.040803,0.014675,0.003387,0.000001,0,2.060752,1.272069,0.632474,0.793748,0.647514,0.981863,0.718714,0.734025,0.70151,1.159488,0.724325,1.120777,0.932059,1.058836,1.029466,0.860143,0.914798,0.677836,0.993902,1.078275,1.373819,2.52547,4.394931,1,10.140947,5.723114,3.969614,3.874767,3.241426,3.709027,3.30819,3.561645,3.514269,4.803186,3.385554,5.073349,3.972528,4.099507,4.57652,3.78065,3.996584,3.397898,3.699334,4.081849,5.289281,10.665056,68.790432,1,0.331237,1.004719,1.900011,2.065709,1.269476,1.090411,0.910868,1.260034,0.938944,0.680153,0.799178,0.666554,1.077268,0.867835,1.225575,1.097736,1.154979,0.664341,0.408528,0.226054,0.114347,0.025514,0.001066,0.001066,0.011932,0.152761,0.237641,0.25557,0.091407,0.09376,0.109806,0.154625,0.177741,0.113064,0.098723,0.053998,0.138467,0.103729,0.193062,0.192952,0.249464,0.069333,0.032327,0.006003,0.00124,0.001066,0.001066,0.001066,1.468026,3.659212,5.114722,5.888041,3.732262,3.878271,2.734917,3.704999,2.70656,2.851298,2.466231,2.716403,3.771042,2.981799,4.594471,3.302717,3.749346,1.965289,1.554122,0.927227,0.565633,0.306994,0.009313,0.001066,classical
0.5211,1.566591,1.960026,1.934149,1.25125,1.201832,0.976441,1.126429,0.717107,0.716375,0.718624,0.739426,1.026821,1.008228,0.942146,0.63533,0.863549,0.479718,0.268825,0.132242,0.079264,0.028978,0.001066,0.001066,0.184574,0.929957,1.416774,1.117847,0.486835,0.426261,0.259949,0.383335,0.163402,0.215188,0.196604,0.307073,0.437746,0.515799,0.458123,0.212382,0.537752,0.131941,0.062746,0.026484,0.014417,0.004077,0,0,1.155261,1.04992,1.3084,1.391833,1.269478,1.612864,0.922482,1.196794,1.766703,1.389467,1.007792,2.063116,1.240021,1.366818,1.666189,1.797626,2.000888,1.669193,2.420493,3.468886,4.33774,6.738169,1,1,3.941635,4.267945,5.560954,5.946251,5.310608,7.92181,4.151915,5.190357,10.603062,5.8455,4.231227,12.44857,5.09771,5.492215,6.610966,8.330995,10.894325,7.569703,14.083457,26.07481,38.870802,67.442074,1,1,0.40553,1.39352,1.735366,1.715935,1.102956,1.076323,0.902378,1.025743,0.647957,0.625848,0.643131,0.625825,0.896063,0.884843,0.805566,0.53126,0.742936,0.402281,0.208993,0.090565,0.052843,0.015726,0.001066,0.001066,0.002573,0.106673,0.233396,0.263353,0.088519,0.18527,0.110179,0.077487,0.100203,0.090262,0.055573,0.073967,0.114969,0.134094,0.145262,0.068054,0.098217,0.055194,0.014085,0.002249,0.001066,0.001066,0.001066,0.001066,1.88985,5.415293,7.073721,6.975312,4.18806,4.610581,2.854497,3.97309,3.095938,2.568215,2.365778,3.747503,3.346311,3.542478,3.768884,2.824091,3.90873,1.999364,1.400039,0.921942,0.63918,0.363646,0.001066,0.001066,classical
0.034628,0.303235,0.924044,1.505003,0.792084,0.689117,0.622533,0.690415,0.349363,0.352408,0.394248,0.313078,0.469698,0.314351,0.345763,0.404242,0.311565,0.305771,0.166241,0.088479,0.045296,0.009341,0.001066,0.001066,0.003852,0.167861,0.375223,0.988439,0.295959,0.211982,0.164878,0.177993,0.072842,0.061111,0.07671,0.071263,0.122946,0.045521,0.07944,0.090094,0.055111,0.065649,0.034584,0.01159,0.007307,0.000546,0,0,2.840037,2.069173,0.855834,0.88022,1.136077,0.704506,0.612212,0.714685,0.803997,0.936262,0.739916,1.214264,0.96559,0.905773,1.379865,1.169444,1.122363,1.137367,1.627467,2.336367,3.497602,8.30875,1,1,12.917222,7.360284,3.782762,3.801919,4.267286,3.669681,2.793093,3.619145,3.12663,3.710992,3.100255,4.501145,3.818228,3.711925,5.297385,4.553468,4.454263,4.901701,6.292024,10.873886,20.022728,113.961274,1,1,0.017632,0.161986,0.780497,1.322102,0.672436,0.589962,0.535521,0.643707,0.288746,0.30351,0.365463,0.254164,0.407086,0.281457,0.302214,0.340543,0.26988,0.270425,0.117498,0.063735,0.021775,0.001223,0.001066,0.001066,0.001066,0.001066,0.034219,0.160135,0.023687,0.041724,0.033172,0.036855,0.015215,0.015907,0.012993,0.006641,0.018087,0.013268,0.006733,0.027836,0.012869,0.008046,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,0.299496,1.870963,2.792806,4.446367,2.588569,2.193892,1.831217,2.098449,1.169167,1.163672,1.263521,1.217728,1.806861,1.075397,1.370876,1.482497,1.211019,1.149227,0.811857,0.511931,0.344863,0.112906,0.001066,0.001066,classical
0.267356,0.809799,1.556717,1.879589,1.558708,1.394659,1.17148,1.756808,0.951893,0.831609,1.22946,1.047844,1.765065,1.526271,1.668464,1.380517,1.415297,0.960043,0.602831,0.342392,0.201218,0.064818,0.001066,0.001066,0.118194,0.728829,1.172537,1.283385,0.624334,0.60239,0.504637,1.118305,0.263536,0.272854,0.483361,0.507455,1.064644,0.799501,1.232728,0.75429,0.769285,0.388332,0.208218,0.093044,0.048912,0.00909,0,0,1.512066,1.919697,0.895759,1.101958,0.771612,0.652818,1.599151,1.423547,0.889928,1.274515,1.442245,1.285496,1.358741,1.51709,1.121668,1.554007,1.422118,1.096905,1.235061,1.746637,2.387576,2.831221,1,1,5.286227,7.332981,4.140268,4.185936,3.404549,2.889166,6.476449,5.885296,4.496811,5.247686,6.641799,5.300737,6.246441,6.378545,4.285924,6.27203,5.907927,4.239728,4.842909,8.821765,15.079358,16.832489,1,1,0.168468,0.611943,1.366188,1.612536,1.446717,1.28725,0.995856,1.523455,0.868219,0.730635,1.104909,0.881947,1.527939,1.337941,1.415202,1.198664,1.261606,0.821038,0.483581,0.261737,0.128306,0.029586,0.001066,0.001066,0.001066,0.01901,0.073177,0.248839,0.167446,0.172828,0.159482,0.284562,0.125881,0.108355,0.170536,0.115039,0.325346,0.26486,0.228327,0.23048,0.194703,0.104636,0.027473,0.006643,0.001066,0.001066,0.001066,0.001066,1.31249,4.173867,5.191991,6.284492,4.21334,3.709037,4.417928,6.311166,2.834532,3.130555,4.181404,4.138673,6.208501,5.69948,5.718881,5.186043,5.367684,3.37161,2.294482,1.583345,1.154192,0.47408,0.001066,0.001066,classical
0.297396,1.034907,2.014265,2.270053,1.589851,1.795124,1.256143,1.534333,1.051003,1.088947,1.160492,1.270849,1.536879,1.384395,1.433015,1.124794,1.158971,0.833892,0.483196,0.243435,0.142438,0.048246,0.001067,0.001066,0.093493,0.62627,1.315642,1.018833,0.581281,0.670072,0.359018,0.558824,0.213925,0.26918,0.29583,0.442168,0.656313,0.455575,0.605832,0.333887,0.395021,0.209282,0.097111,0.03946,0.021074,0.004661,0,0,1.439618,1.55785,1.006545,0.837441,0.77219,1.125789,0.899177,0.90229,0.885662,0.792755,1.077752,1.009242,0.889723,0.654874,0.853764,0.674966,1.008297,0.495757,0.828662,1.266566,2.342851,4.63237,5.30778,1,5.466415,8.100313,4.965436,4.037911,3.625289,4.577196,4.342457,4.644204,5.391448,4.521993,5.320076,4.468868,4.792733,3.448391,3.832098,3.515439,4.71251,3.634048,4.15279,5.584039,12.87838,37.152573,102.600392,1,0.232701,0.889357,1.854281,2.120885,1.480393,1.624889,1.155239,1.446539,0.99382,1.033874,1.080865,1.161446,1.44296,1.323794,1.322567,1.069403,1.105166,0.80865,0.453416,0.216369,0.12164,0.033905,0.001066,0.001066,0.001321,0.066025,0.243073,0.415658,0.244747,0.390202,0.193757,0.219194,0.192247,0.190284,0.180782,0.216692,0.260297,0.254099,0.211238,0.1947,0.169561,0.101262,0.036885,0.005597,0.001594,0.001066,0.001066,0.001066,1.366762,4.255824,6.505104,6.144578,4.24746,4.916026,3.5579,4.322902,2.9622,2.996376,3.429148,3.858471,4.807888,3.792182,4.063405,3.052994,3.303511,2.420191,1.525561,1.052605,0.823716,0.391319,0.001131,0.001066,classical
