@relation gtzan_blues_classic_country_disco_hiphop_jazz_metal_pop_reggae_rock_lpcc

@attribute Mean_Acc1000_Mean_Mem40_LPCC_1_f0 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_2_f1 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_3_f2 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_4_f3 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_5_f4 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_6_f5 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_7_f6 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_8_f7 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_9_f8 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_10_f9 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_11_f10 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_12_f11 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_1_f12 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_2_f13 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_3_f14 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_4_f15 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_5_f16 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_6_f17 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_7_f18 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_8_f19 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_9_f20 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_10_f21 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_11_f22 numeric
@attribute Mean_Acc1000_Std_Mem40_LPCC_12_f23 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_1_f24 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_2_f25 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_3_f26 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_4_f27 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_5_f28 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_6_f29 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_7_f30 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_8_f31 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_9_f32 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_10_f33 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_11_f34 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_12_f35 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_1_f36 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_2_f37 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_3_f38 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_4_f39 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_5_f40 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_6_f41 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_7_f42 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_8_f43 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_9_f44 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_10_f45 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_11_f46 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_12_f47 numeric
@attribute class {blues,classical,country,hiphop,jazz,metal,pop,reggae,rock}

@data
-1.899897,4.769121,-12.24951,34.014254,-101.86132,322.480944,-1066.522825,3646.466977,-12802.29273,45929.839389,-167790.834818,622546.560597,0.49064,1.715813,5.654923,19.302825,67.642151,243.276141,893.470978,3342.542025,12705.833496,48978.550996,191146.607,754201.443833,0.474916,1.54199,4.781945,15.748319,53.604995,188.213184,676.755988,2483.904782,9277.172434,35178.482011,135178.666723,525599.143644,0.1298,0.414245,1.492322,5.776682,23.102861,94.344346,389.986525,1625.727017,6820.995208,28773.628784,121961.726968,519234.301499,blues
-2.244161,5.98632,-16.158764,47.022169,-146.337161,478.629366,-1626.724761,5696.91315,-20440.663605,74832.949348,-278692.297018,1053425.413863,0.36348,1.490084,5.350324,19.60468,73.272541,278.933526,1077.796167,4220.625196,16726.991006,67013.002993,271124.178612,1106810.95512,0.363485,1.242151,4.099192,14.318391,51.553178,190.241044,715.264399,2733.178251,10595.179682,41609.506237,165357.07494,664310.102533,0.179055,0.521068,1.57718,5.545151,21.638797,89.682838,383.222111,1663.36677,7283.424673,32074.233313,141861.121781,629795.322643,blues
-2.153081,5.461802,-14.375527,41.056455,-125.60653,405.137515,-1362.276403,4731.462268,-16866.591336,61425.243872,-227749.794589,857462.1159,0.418069,1.5992,5.459675,19.284643,69.878736,258.723453,975.578456,3738.638351,14531.244034,57187.522731,227554.08291,914362.589529,0.396665,1.389635,4.574587,15.965705,57.347585,210.402901,784.530113,2965.823479,11344.787206,43848.913801,171061.492481,672959.076364,0.169271,0.479099,1.598769,6.083992,24.652814,102.400266,429.462863,1809.327337,7645.211241,32386.675542,137544.526891,585674.977832,blues
-1.003593,1.917636,-3.811988,7.590808,-15.115407,33.55454,-75.426806,183.630726,-458.153805,1221.298099,-3356.403019,9744.402834,0.439987,0.721018,1.99476,4.591873,12.328822,31.986402,90.376327,257.88421,774.488844,2379.021118,7574.135828,24675.541304,0.213538,0.394623,0.940562,2.280383,6.166283,16.841166,49.824016,151.33516,481.061716,1565.989116,5245.144336,17885.672502,0.173152,0.236211,0.760904,2.403226,8.177839,28.564497,98.922754,347.949277,1228.179291,4378.215133,15707.070335,56783.815028,blues
-1.140335,2.190013,-4.594401,9.405377,-20.090651,45.641981,-108.194099,266.807669,-680.995695,1791.775367,-4842.003375,13406.623288,0.408825,0.772425,2.062472,5.255895,13.994902,37.795028,105.10722,298.328028,863.71653,2545.337479,7625.151227,23187.138468,0.265078,0.503666,1.231879,3.150159,8.311233,22.459411,62.14086,175.783359,507.150459,1492.056157,4472.475104,13647.282916,0.139083,0.264408,0.704829,2.127251,6.648991,21.239366,68.574745,223.498476,734.484953,2432.392384,8113.884013,27249.759674,blues
-1.20926,2.297856,-4.99465,10.708475,-24.935983,63.051038,-171.34516,497.143268,-1525.871108,4908.350933,-16406.366933,56572.786763,0.38661,0.875502,2.332032,6.514752,18.951627,57.574561,182.867728,603.524948,2061.44894,7252.471655,26166.682729,96428.616358,0.314146,0.811524,2.255583,6.969653,22.144126,72.42515,243.166543,833.599248,2909.987401,10322.671562,37148.446112,135431.720587,0.188662,0.553663,1.807748,6.259018,22.103593,79.525009,290.40621,1075.861123,4037.231661,15329.583776,58836.369627,228043.938776,blues
-1.230648,2.442166,-5.126804,11.045872,-24.08449,57.114864,-138.068839,352.290146,-916.957079,2480.844173,-6843.47212,19457.498099,0.38862,0.787474,2.184136,5.457108,15.139265,41.103683,117.841282,339.634426,1009.444967,3039.576488,9355.415947,29225.594691,0.344748,0.62996,1.675706,3.943018,10.87095,28.564665,81.62537,233.932543,705.64548,2170.092143,6917.09829,22526.742427,0.181653,0.212004,0.742624,2.299986,7.734017,26.825244,91.236996,315.594829,1092.185218,3819.914407,13438.462962,47652.329849,blues
-1.048246,2.000744,-4.13982,8.091044,-16.343361,35.320537,-78.185909,180.393797,-426.738896,1039.555944,-2585.287535,6575.338313,0.377731,0.6379,1.716232,3.976275,10.094982,25.207891,65.688548,172.512778,463.006229,1257.529155,3467.942547,9672.50446,0.21725,0.368212,0.934382,2.080735,5.396611,13.577131,36.001322,96.348529,263.866642,729.877393,2048.591313,5803.200264,0.147651,0.189181,0.520628,1.322195,3.725494,11.218028,33.25972,100.297922,301.638616,913.069642,2768.834076,8433.773967,blues
-1.125955,2.085709,-4.441279,8.884904,-18.950365,43.252598,-104.122153,264.457788,-705.837982,1974.055105,-5761.389482,17486.442415,0.358371,0.797821,2.046183,5.490622,14.89015,41.736518,121.149812,362.478391,1116.949641,3536.680271,11485.290552,38166.080667,0.199805,0.434256,1.086148,2.867123,8.069847,23.889456,74.472664,241.336064,806.707178,2762.183082,9640.466027,34161.262197,0.113918,0.32893,1.032557,3.481773,11.820112,40.570895,140.892,495.692194,1764.957437,6355.218579,23119.703487,84897.375219,blues
-1.16754,2.187344,-4.710941,9.698615,-21.356542,50.075759,-123.227912,316.769073,-845.424098,2328.925805,-6595.360373,19132.994596,0.389474,0.853383,2.194005,5.934788,16.029783,44.680592,127.868864,374.459021,1119.625123,3412.231217,10580.137238,33324.584394,0.302579,0.673021,1.637642,4.406269,11.902279,33.120651,94.548027,275.951744,821.446944,2489.660558,7669.477368,23981.383204,0.102675,0.269972,0.796059,2.604541,8.513781,27.88772,91.953089,305.306029,1021.934753,3449.138573,11738.5906,40273.163212,blues
-1.320595,2.479481,-5.352784,11.223254,-24.743235,57.351103,-138.231528,344.335466,-882.779313,2319.050826,-6222.878731,17012.703963,0.339103,0.831672,2.123749,5.704116,15.366233,42.179979,117.919578,334.707315,962.868429,2803.868685,8254.051612,24537.778411,0.214745,0.442218,1.031525,2.607111,6.821824,18.353558,50.74753,142.95896,408.807246,1184.449213,3470.673152,10272.885015,0.109268,0.212133,0.582027,1.710693,5.247596,16.208774,50.455726,157.86229,495.969872,1564.621313,4955.570209,15756.517989,blues
-1.465357,2.87654,-6.320363,13.973117,-32.507606,79.597858,-203.042338,535.941774,-1455.829835,4053.023998,-11527.430213,33412.664249,0.31429,0.924476,2.49888,7.105116,20.292005,59.066331,175.040792,527.098522,1610.379982,4985.532385,15623.018375,49507.792381,0.211945,0.534325,1.33881,3.540867,9.608647,26.889434,77.161277,226.302719,676.746546,2060.122072,6375.615861,20034.851688,0.110415,0.278164,0.780184,2.351693,7.472467,24.316303,80.372927,268.887315,908.267359,3093.26188,10611.150819,36636.043533,blues
