@relation gtzan_blues_classic_country_disco_hiphop_jazz_metal_pop_reggae_rock_scf

@attribute Mean_Acc1000_Mean_Mem40_SCF_1_f0 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_2_f1 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_3_f2 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_4_f3 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_5_f4 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_6_f5 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_7_f6 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_8_f7 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_9_f8 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_10_f9 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_11_f10 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_12_f11 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_13_f12 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_14_f13 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_15_f14 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_16_f15 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_17_f16 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_18_f17 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_19_f18 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_20_f19 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_21_f20 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_22_f21 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_23_f22 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_24_f23 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_1_f24 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_2_f25 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_3_f26 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_4_f27 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_5_f28 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_6_f29 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_7_f30 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_8_f31 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_9_f32 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_10_f33 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_11_f34 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_12_f35 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_13_f36 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_14_f37 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_15_f38 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_16_f39 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_17_f40 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_18_f41 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_19_f42 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_20_f43 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_21_f44 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_22_f45 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_23_f46 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_24_f47 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_1_f48 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_2_f49 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_3_f50 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_4_f51 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_5_f52 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_6_f53 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_7_f54 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_8_f55 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_9_f56 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_10_f57 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_11_f58 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_12_f59 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_13_f60 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_14_f61 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_15_f62 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_16_f63 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_17_f64 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_18_f65 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_19_f66 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_20_f67 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_21_f68 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_22_f69 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_23_f70 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_24_f71 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_1_f72 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_2_f73 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_3_f74 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_4_f75 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_5_f76 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_6_f77 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_7_f78 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_8_f79 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_9_f80 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_10_f81 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_11_f82 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_12_f83 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_13_f84 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_14_f85 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_15_f86 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_16_f87 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_17_f88 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_18_f89 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_19_f90 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_20_f91 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_21_f92 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_22_f93 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_23_f94 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_24_f95 numeric
@attribute class {blues,classical,country,hiphop,jazz,metal,pop,reggae,rock}

@data
1.462364,2.022154,1.882212,2.140782,2.043062,2.570129,3.050622,3.086282,3.868786,3.005568,3.748746,4.342106,4.493511,4.79236,5.462665,5.320302,5.321804,8.214203,12.325156,7.524291,8.758913,0.9805,0.9805,0.9805,0.265481,0.44073,0.427527,0.526902,0.50012,0.549597,0.796791,0.908952,1.334539,0.89335,1.110961,1.468105,1.458978,1.563737,1.829188,1.835593,1.72563,3.558742,4.492381,3.029137,2.611906,0.015642,0.015642,0.015642,0.184205,0.272116,0.242726,0.313461,0.284309,0.390883,0.717169,0.493946,0.601944,0.472825,0.528716,0.84252,0.752649,0.796443,0.897246,0.848845,0.851071,1.227238,1.823371,1.235782,1.23607,0.111612,0.111612,0.111612,0.073961,0.142246,0.123157,0.104433,0.117295,0.227829,0.31463,0.238092,0.245955,0.264132,0.231063,0.373031,0.385332,0.414516,0.45066,0.496335,0.519997,0.474089,0.620152,0.995164,0.538669,0.080111,0.080111,0.080111,blues
1.545855,1.853673,1.865782,2.295718,2.393715,2.435662,3.014583,2.943422,3.769957,3.819124,4.047837,4.515428,4.922917,5.09213,5.591681,5.774984,6.341762,7.211981,6.418575,6.885918,10.4925,0.9805,0.9805,0.9805,0.290581,0.423107,0.428145,0.558028,0.597168,0.628643,0.890727,0.81007,1.16873,1.195792,1.308164,1.576372,1.739671,1.766302,2.110714,2.220509,2.644946,2.868185,2.727843,2.707688,4.043582,0.015642,0.015642,0.015642,0.194023,0.246481,0.265335,0.362704,0.419324,0.369829,0.485483,0.393507,0.618178,0.627786,0.634097,0.754645,0.757919,0.783401,0.919394,1.051642,1.115779,1.239492,1.32499,1.241809,1.648983,0.111612,0.111612,0.111612,0.088322,0.08638,0.104515,0.176072,0.120347,0.173575,0.21772,0.221376,0.225048,0.246546,0.304445,0.344443,0.369839,0.363823,0.614915,0.691933,0.952516,0.681002,0.875953,0.997844,0.693423,0.080111,0.080111,0.080111,blues
1.519068,1.919839,1.873992,2.22195,2.311669,2.655281,3.021607,2.965681,3.542584,3.843732,4.344575,4.879608,5.364965,5.662333,5.751015,5.836274,6.254264,6.524447,6.076018,6.695656,10.413999,0.9805,0.9805,0.9805,0.295325,0.474618,0.445576,0.594391,0.624669,0.769896,0.821318,0.769717,1.063968,1.216806,1.311684,1.595429,1.900584,2.038425,2.235925,2.316857,2.72522,2.881612,2.477964,2.724199,4.283244,0.015642,0.015642,0.015642,0.183351,0.284501,0.272452,0.313133,0.342497,0.491331,0.514133,0.434665,0.56384,0.592225,0.640948,0.853311,1.001528,0.96297,1.053076,1.055372,1.371183,1.293077,1.199841,1.081598,1.511012,0.111612,0.111612,0.111612,0.087014,0.108189,0.105365,0.163391,0.160102,0.188815,0.164509,0.192928,0.225851,0.287076,0.292202,0.256813,0.48329,0.397363,0.613918,0.649547,1.040417,0.773196,0.637043,0.755465,0.964745,0.080111,0.080111,0.080111,blues
1.479076,1.935889,1.982002,2.196944,2.325737,2.559105,2.816173,2.717381,3.361426,3.708174,4.148858,4.561275,4.562854,5.305434,5.656339,5.864253,5.496987,5.594439,6.446126,7.045588,9.766668,0.9805,0.9805,0.9805,0.273464,0.460154,0.475914,0.577805,0.624005,0.709019,0.789273,0.770316,0.984086,1.098082,1.351329,1.591872,1.523531,1.922355,2.321446,2.307719,2.248078,2.18614,2.825274,3.067842,4.185648,0.015642,0.015642,0.015642,0.181933,0.281461,0.245826,0.290763,0.318534,0.404175,0.449646,0.465695,0.546952,0.548353,0.711725,0.845308,0.638407,0.748557,1.175192,1.826048,1.075604,1.222695,1.002485,1.046506,1.458993,0.111612,0.111612,0.111612,0.076304,0.107072,0.131096,0.131914,0.102925,0.146694,0.168922,0.166972,0.190788,0.252614,0.282137,0.300089,0.276878,0.373712,0.478782,0.800139,0.695751,0.578533,0.471377,0.781018,0.815108,0.080111,0.080111,0.080111,blues
1.462004,1.887171,1.908391,2.340807,2.326901,2.698421,3.082177,3.120642,3.645734,4.083105,4.693021,5.436872,5.057907,6.124194,6.94621,8.005013,6.238381,6.140085,7.312906,7.397351,11.057062,0.9805,0.9805,0.9805,0.287898,0.420214,0.41137,0.595475,0.60633,0.653682,0.851248,0.792338,1.06271,1.028985,1.385554,1.738072,1.554076,2.062499,2.566145,3.216587,2.837578,2.402985,3.018933,3.324056,4.679901,0.015642,0.015642,0.015642,0.189355,0.244789,0.23008,0.303376,0.323967,0.554689,0.480933,0.852341,0.554509,0.536038,0.682908,0.87098,0.66211,1.571226,1.611693,2.428075,1.452745,1.315457,1.603047,1.044332,1.756083,0.111612,0.111612,0.111612,0.06764,0.098537,0.11747,0.148722,0.13849,0.199594,0.285514,0.266008,0.318299,0.268332,0.336501,0.353783,0.341488,0.462354,0.638581,0.962799,1.134697,0.700241,0.646361,0.714159,0.966344,0.080111,0.080111,0.080111,blues
1.498453,1.87043,1.889693,2.22725,2.292711,2.495414,2.864927,2.852828,3.425626,3.533351,4.227042,4.644955,4.944969,5.30826,5.538678,5.62004,5.480923,5.42834,5.780197,6.03452,9.425593,0.9805,0.9805,0.9805,0.29411,0.452906,0.469908,0.604829,0.62207,0.667206,0.873388,0.871051,1.057835,1.105121,1.424949,1.617296,1.731862,1.872499,2.318278,2.51343,2.418475,2.223103,2.380508,2.46696,3.620498,0.015642,0.015642,0.015642,0.178017,0.247859,0.243374,0.333973,0.313445,0.365274,0.5054,0.437455,0.491168,0.471865,0.618764,0.756009,0.808409,0.902836,1.089012,1.304944,0.985157,0.787399,0.802671,1.179151,1.316762,0.111612,0.111612,0.111612,0.079861,0.088184,0.109059,0.1181,0.165763,0.156283,0.246712,0.196395,0.167365,0.283853,0.261016,0.280571,0.301298,0.378607,0.55212,0.896538,0.914846,0.421128,0.478225,1.044651,0.83765,0.080111,0.080111,0.080111,blues
1.451094,1.8792,1.81308,2.154961,2.376981,2.667398,2.951355,2.820221,3.255723,3.580672,4.082398,4.423073,4.492168,5.219476,5.602097,5.328398,5.820908,5.679473,5.355376,5.714891,10.132157,0.9805,0.9805,0.9805,0.292658,0.460115,0.444719,0.563217,0.670079,0.743278,0.922124,0.826494,1.039971,1.18511,1.389674,1.620606,1.592931,1.967289,2.150574,2.236885,2.626577,2.46205,2.197398,2.094377,3.703536,0.015642,0.015642,0.015642,0.178869,0.21923,0.228377,0.255018,0.330481,0.351619,0.462323,0.4016,0.513814,0.50312,0.66137,0.751792,0.741726,0.932185,0.996694,1.249391,1.080458,0.845039,0.79052,0.803215,1.563223,0.111612,0.111612,0.111612,0.06586,0.107218,0.09568,0.16717,0.137663,0.190773,0.239514,0.204819,0.217722,0.21581,0.274269,0.354148,0.360919,0.400506,0.363437,0.913027,0.893761,0.545584,0.60437,0.480785,0.749327,0.080111,0.080111,0.080111,blues
1.526135,1.785906,1.764094,2.204887,2.310483,2.554294,3.023874,2.740398,3.51978,3.801701,4.174841,5.086368,5.192462,5.643145,5.799768,5.838899,7.197051,7.282859,6.075881,6.121242,9.552907,0.9805,0.9805,0.9805,0.290479,0.437996,0.405441,0.599511,0.620659,0.594005,0.90827,0.747067,1.136155,1.207304,1.394425,1.702149,1.879676,1.973737,2.344149,2.24266,2.990912,3.192676,2.515525,2.359788,3.424919,0.015642,0.015642,0.015642,0.181205,0.214923,0.232927,0.307386,0.378768,0.711443,0.557467,0.44561,0.706658,0.674676,0.670637,1.235205,1.064724,0.976533,1.108668,1.688542,2.17628,1.531859,1.103975,1.037512,1.28417,0.111612,0.111612,0.111612,0.089166,0.087034,0.082552,0.107045,0.117728,0.221087,0.289945,0.165976,0.273541,0.2362,0.30915,0.463661,0.535633,0.505336,0.528036,0.640695,0.656194,0.690651,0.689777,0.702187,0.727132,0.080111,0.080111,0.080111,blues
1.487603,1.934724,2.017325,2.293236,2.250606,2.453545,3.113389,2.998583,3.337536,3.743639,4.529441,4.908562,5.075749,5.94147,6.539176,6.879581,6.842573,7.541768,6.857154,7.615614,10.284286,0.9805,0.9805,0.9805,0.274631,0.457929,0.479548,0.598659,0.598159,0.670053,0.905323,0.862412,0.973922,1.074287,1.547788,1.76748,1.735199,2.307503,2.837945,2.86655,2.926853,3.511805,3.320364,3.575051,4.380235,0.015642,0.015642,0.015642,0.18674,0.271244,0.280376,0.390903,0.315521,0.377122,0.717057,0.412918,0.479864,0.501208,0.712217,0.711354,0.802399,0.868768,1.056864,1.304106,1.058972,1.285467,1.299062,1.661118,1.978095,0.111612,0.111612,0.111612,0.080214,0.104855,0.109994,0.143379,0.153056,0.17922,0.281838,0.177786,0.169985,0.264131,0.336838,0.323238,0.345956,0.595882,0.600734,0.626789,0.547484,0.70185,1.071012,1.36619,1.696955,0.080111,0.080111,0.080111,blues
1.431635,1.83349,1.853735,2.166571,2.030746,2.464731,2.859457,2.987026,3.459421,3.777251,4.101854,4.987464,4.952391,5.568558,6.436855,5.695794,6.339774,7.785363,6.978893,7.500437,9.963167,0.9805,0.9805,0.9805,0.285587,0.43989,0.442471,0.550455,0.470704,0.65018,0.835919,0.905914,0.963192,0.989509,1.316361,1.979149,1.684974,1.96139,2.469044,2.148445,2.289655,3.188902,3.361004,3.545766,4.085323,0.015642,0.015642,0.015642,0.173296,0.22697,0.233686,0.318967,0.264873,0.337685,0.449996,0.462803,0.512864,0.510452,0.61938,0.935587,0.802853,0.793467,1.00017,0.827916,0.896283,1.427033,1.43345,1.514937,2.208856,0.111612,0.111612,0.111612,0.073189,0.096703,0.099587,0.10702,0.107653,0.141948,0.208522,0.170689,0.237701,0.212263,0.231327,0.40589,0.288178,0.368543,0.363454,0.380815,0.388177,0.679394,1.200939,1.054422,1.495384,0.080111,0.080111,0.080111,blues
1.452139,1.8166,1.983341,2.40717,2.275527,2.770019,3.089026,2.971327,3.614834,4.171337,4.791766,5.04155,5.319329,5.954259,6.284371,7.437228,6.741767,6.561438,6.002971,7.116896,9.076336,0.9805,0.9805,0.9805,0.296369,0.410615,0.469077,0.602598,0.551405,0.734538,0.883423,0.772086,1.014464,1.230935,1.597572,1.557994,1.792119,1.975004,2.342554,2.877481,2.912317,2.898695,2.455733,3.048944,3.740012,0.015642,0.015642,0.015642,0.163892,0.245588,0.239478,0.385438,0.314883,0.426258,0.42975,0.365203,0.478936,0.626561,0.767949,0.725455,0.866615,1.019337,1.086199,1.333895,1.204496,1.474575,1.0095,1.189603,1.444011,0.111612,0.111612,0.111612,0.094031,0.109292,0.139985,0.138741,0.154638,0.153195,0.25877,0.198389,0.224554,0.246789,0.370442,0.27313,0.333203,0.413464,0.479214,0.617655,0.74786,0.937661,0.66649,0.997015,1.003439,0.080111,0.080111,0.080111,blues
1.467246,1.762807,1.811867,2.141733,2.173752,2.371513,2.663684,3.182339,3.672904,3.775698,4.475904,5.581879,5.688562,5.632331,6.374014,6.274382,5.97341,5.936429,5.529972,5.59705,8.965172,0.9805,0.9805,0.9805,0.289468,0.409115,0.4014,0.574057,0.600663,0.573252,0.730308,0.95756,1.090062,1.084501,1.397234,2.032763,1.873017,1.965747,2.426449,2.591087,2.641921,2.816864,2.276914,2.135385,3.092153,0.015642,0.015642,0.015642,0.179573,0.212865,0.23077,0.30104,0.304629,0.347551,0.372105,0.694082,0.656831,0.60494,0.657709,1.529881,1.220566,1.061322,1.387967,1.048382,1.173386,1.671962,1.061588,0.917729,1.135098,0.111612,0.111612,0.111612,0.0698,0.105071,0.083729,0.123937,0.101375,0.149453,0.153705,0.238504,0.298206,0.189417,0.243809,0.539701,0.353451,0.342942,0.425096,0.601852,0.609442,0.903932,0.813341,0.880339,0.673322,0.080111,0.080111,0.080111,blues
1.47828,1.822633,1.840076,2.253676,2.506304,2.49719,3.011281,2.937908,3.811502,3.605214,4.518409,5.107429,5.101202,5.893517,6.955027,6.432889,7.303654,6.630423,6.176013,6.377652,10.172743,0.9805,0.9805,0.9805,0.287806,0.44247,0.443584,0.589943,0.643285,0.723208,0.97972,0.88258,1.354383,1.130891,1.427274,1.931421,1.890841,2.23819,2.850923,2.881852,3.387045,3.07087,2.607581,2.641976,4.098051,0.015642,0.015642,0.015642,0.176795,0.224441,0.257846,0.292199,0.367227,0.399975,0.520939,0.422372,0.736061,0.586895,0.672667,0.967199,0.972703,1.005816,1.231811,1.699395,1.704132,1.574939,1.021161,1.15719,1.691897,0.111612,0.111612,0.111612,0.079351,0.102486,0.113938,0.144689,0.140657,0.230942,0.287704,0.202416,0.380473,0.230066,0.277272,0.431089,0.51277,0.407151,0.617593,1.279045,0.839108,1.061353,0.631286,0.959553,1.580214,0.080111,0.080111,0.080111,blues
1.497381,2.067462,2.033789,2.462694,2.39403,2.859136,3.126833,3.310148,3.934296,4.33152,5.074698,5.568477,5.785568,6.74259,6.993996,7.960836,8.517037,8.573495,9.864503,9.554942,12.236278,0.9805,0.9805,0.9805,0.284148,0.466436,0.451888,0.554799,0.614063,0.758996,0.90998,1.0131,1.017598,1.226809,1.632302,1.815352,1.898885,2.37123,2.686241,2.895079,3.434898,3.632446,4.132092,4.302184,5.409765,0.015642,0.015642,0.015642,0.191984,0.267663,0.271382,0.345197,0.374429,0.439318,0.485315,0.534027,0.637664,0.748675,0.860852,1.249026,0.891682,1.032354,1.099006,1.510004,1.951533,1.951306,2.332612,2.623263,3.857496,0.111612,0.111612,0.111612,0.087343,0.11697,0.137122,0.12029,0.144262,0.189392,0.255271,0.263385,0.301164,0.379775,0.488087,0.538967,0.409789,0.416283,0.635878,0.502128,0.751238,1.043993,1.034495,1.239069,1.559453,0.080111,0.080111,0.080111,blues
1.532826,1.949274,1.939326,2.276628,2.348253,2.576006,2.959904,2.855343,3.323742,3.602256,4.004834,4.034493,4.625028,5.205426,5.564509,5.960887,6.55312,5.930434,6.356324,6.570249,8.052014,0.9805,0.9805,0.9805,0.294587,0.46455,0.471069,0.580164,0.587211,0.665362,0.895245,0.787588,0.945071,1.139916,1.418107,1.332281,1.673159,1.947942,2.330106,2.548198,3.151259,2.771203,2.867453,3.053162,3.561504,0.015642,0.015642,0.015642,0.202088,0.292644,0.28581,0.31531,0.515066,0.39114,0.435418,0.429283,0.560601,0.544166,0.803484,0.651759,0.768841,1.166636,1.099454,1.452011,2.086217,1.731976,1.830821,1.712311,1.349959,0.111612,0.111612,0.111612,0.08889,0.094441,0.124681,0.180432,0.176119,0.208179,0.176411,0.18246,0.190353,0.282354,0.435885,0.261326,0.353222,0.571933,0.666917,0.864578,1.432503,1.132132,1.080567,1.104919,0.946919,0.080111,0.080111,0.080111,blues
1.459226,1.973549,2.00197,2.463342,2.544895,2.672022,2.969793,2.929986,3.630873,4.159325,4.16904,4.34338,4.629052,5.525997,5.956401,6.593494,6.525472,6.243529,7.635785,7.599383,9.996982,0.9805,0.9805,0.9805,0.297923,0.468832,0.473966,0.608278,0.684446,0.694466,0.804547,0.781919,1.115484,1.423858,1.41046,1.52921,1.617104,1.907096,2.198948,2.5119,2.586427,2.56907,3.299873,3.56514,4.153854,0.015642,0.015642,0.015642,0.204204,0.268528,0.266156,0.434462,0.406034,0.358245,0.458818,0.385417,0.494161,0.652418,0.660008,0.609514,0.698595,0.858549,1.063542,1.277421,1.234957,1.104174,1.669378,1.419115,1.68297,0.111612,0.111612,0.111612,0.089041,0.142941,0.126903,0.164312,0.205537,0.176521,0.193749,0.231441,0.280697,0.330642,0.369244,0.346219,0.363629,0.454722,0.506106,0.798581,0.839624,0.848872,1.097975,1.14092,1.27507,0.080111,0.080111,0.080111,blues
1.474706,2.019606,1.932167,2.283775,2.233535,2.523191,2.86089,2.839601,3.297728,3.575418,3.946362,4.430608,4.527881,5.337648,6.087689,6.135121,5.432664,5.83838,5.574333,5.995291,7.493555,0.9805,0.9805,0.9805,0.285192,0.458531,0.475786,0.604479,0.576171,0.625757,0.798898,0.859799,0.965938,1.084159,1.373417,1.722799,1.60737,1.99279,2.61798,2.789842,2.321273,2.728817,2.359149,2.598136,3.206399,0.015642,0.015642,0.015642,0.182262,0.314946,0.270588,0.314655,0.287895,0.373129,0.408917,0.418553,0.480554,0.571441,0.544146,0.64962,0.687833,0.901811,1.061781,1.164786,0.91261,1.013287,0.885035,0.95773,1.240521,0.111612,0.111612,0.111612,0.091504,0.098327,0.099801,0.151789,0.176581,0.173391,0.17536,0.195498,0.194978,0.171527,0.323601,0.37619,0.328958,0.303275,0.641915,0.804139,0.652563,0.680819,0.646126,0.549752,0.77586,0.080111,0.080111,0.080111,blues
1.536569,1.812577,1.838204,2.345331,2.178175,2.664613,2.72476,2.743356,3.188743,3.495147,3.739188,3.94607,4.136805,4.449319,4.666455,5.09528,4.505772,5.143777,5.040629,5.596632,6.701947,0.9805,0.9805,0.9805,0.284201,0.412698,0.404334,0.586706,0.529488,0.759391,0.756147,0.810146,0.929617,1.132079,1.238998,1.454237,1.51225,1.817497,1.774755,2.163428,1.865993,2.285097,2.038751,2.49972,3.293845,0.015642,0.015642,0.015642,0.200613,0.272167,0.24849,0.346735,0.308765,0.440807,0.369023,0.454123,0.468009,0.741081,0.62993,0.736363,1.017399,1.218073,1.208914,1.731276,1.187744,1.545567,1.531359,1.862171,1.63172,0.111612,0.111612,0.111612,0.099213,0.087691,0.106555,0.177514,0.170377,0.26977,0.172467,0.195323,0.233159,0.309568,0.309873,0.333893,0.499452,0.725386,0.499013,1.061528,0.736596,0.856807,1.011111,1.140128,1.047369,0.080111,0.080111,0.080111,blues
1.524306,1.868415,1.901446,2.463689,2.325564,2.634575,2.961447,2.861035,3.435534,3.721748,4.409381,4.56418,4.902245,5.787807,5.80175,6.904257,6.540923,6.662879,6.952098,7.434818,11.402416,0.9805,0.9805,0.9805,0.3081,0.421962,0.409032,0.648226,0.536572,0.719141,0.876611,0.784372,1.10419,1.232032,1.604537,1.638698,1.853648,2.162215,2.368645,3.01071,2.860177,2.838431,3.028745,3.107364,5.477139,0.015642,0.015642,0.015642,0.187908,0.258172,0.272051,0.439104,0.319046,0.435168,0.445294,0.404807,0.519754,0.566353,0.84922,0.824104,0.826157,0.960032,1.137249,1.531297,1.23262,1.49617,1.505964,1.402673,2.694079,0.111612,0.111612,0.111612,0.086367,0.111805,0.111696,0.18543,0.151424,0.156095,0.19557,0.180496,0.190854,0.233547,0.388693,0.399017,0.315417,0.480856,0.642195,0.855508,0.7279,1.060938,0.920466,0.943801,1.47508,0.080111,0.080111,0.080111,blues
1.505581,1.898796,1.824052,2.2288,2.083631,2.401357,2.808482,2.685757,3.266056,3.597308,3.870948,4.385167,4.698989,5.129463,5.366566,5.486068,5.587803,5.736755,5.578767,6.042195,8.230927,0.9805,0.9805,0.9805,0.290544,0.428669,0.410237,0.591335,0.516564,0.625141,0.847108,0.759507,1.037583,1.262349,1.305785,1.565884,1.73954,2.012948,2.398727,2.42633,2.830446,3.075493,2.942215,3.277594,5.044597,0.015642,0.015642,0.015642,0.179037,0.296212,0.257632,0.362314,0.325319,0.377088,0.446824,0.450084,0.622923,0.625119,0.735117,0.836184,0.916556,1.105127,1.066841,1.162403,1.103673,1.153278,1.003092,1.1477,1.786364,0.111612,0.111612,0.111612,0.087504,0.105192,0.116064,0.116087,0.124494,0.154938,0.171591,0.184527,0.222018,0.311847,0.315844,0.399376,0.38161,0.680848,0.601812,0.674965,0.813838,1.128592,0.872169,0.95721,1.545926,0.080111,0.080111,0.080111,blues
1.519598,1.830348,1.987767,2.409746,2.315482,2.668215,2.871044,2.749253,3.57161,3.726506,3.999567,4.307054,4.789491,4.680963,5.017022,5.304858,5.626916,5.555632,5.379256,6.079065,7.330731,0.9805,0.9805,0.9805,0.273601,0.413797,0.415657,0.552841,0.519125,0.688024,0.801741,0.756158,1.100064,1.115616,1.225613,1.495809,1.600948,1.638144,2.029204,2.140386,2.559549,2.421897,2.195761,2.873713,2.924601,0.015642,0.015642,0.015642,0.235928,0.254772,0.290165,0.505119,0.393735,0.440203,0.502842,0.448448,0.779436,0.786458,0.829447,1.019599,1.458616,1.201606,1.379668,1.44996,1.742574,1.651893,1.650529,2.145136,1.67257,0.111612,0.111612,0.111612,0.052882,0.180009,0.175392,0.178555,0.158673,0.166857,0.166633,0.142164,0.298144,0.334459,0.299563,0.493499,0.517778,0.669112,0.703358,0.755949,1.230447,1.17664,1.061308,1.821796,0.90217,0.080111,0.080111,0.080111,blues
