@relation gtzan_blues_classic_country_disco_hiphop_jazz_metal_pop_reggae_rock_sfm

@attribute Mean_Acc1000_Mean_Mem40_SFM_1_f0 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_2_f1 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_3_f2 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_4_f3 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_5_f4 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_6_f5 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_7_f6 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_8_f7 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_9_f8 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_10_f9 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_11_f10 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_12_f11 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_13_f12 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_14_f13 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_15_f14 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_16_f15 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_17_f16 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_18_f17 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_19_f18 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_20_f19 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_21_f20 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_22_f21 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_23_f22 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_24_f23 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_1_f24 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_2_f25 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_3_f26 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_4_f27 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_5_f28 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_6_f29 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_7_f30 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_8_f31 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_9_f32 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_10_f33 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_11_f34 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_12_f35 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_13_f36 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_14_f37 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_15_f38 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_16_f39 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_17_f40 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_18_f41 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_19_f42 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_20_f43 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_21_f44 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_22_f45 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_23_f46 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_24_f47 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_1_f48 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_2_f49 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_3_f50 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_4_f51 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_5_f52 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_6_f53 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_7_f54 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_8_f55 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_9_f56 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_10_f57 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_11_f58 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_12_f59 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_13_f60 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_14_f61 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_15_f62 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_16_f63 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_17_f64 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_18_f65 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_19_f66 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_20_f67 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_21_f68 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_22_f69 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_23_f70 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_24_f71 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_1_f72 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_2_f73 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_3_f74 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_4_f75 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_5_f76 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_6_f77 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_7_f78 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_8_f79 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_9_f80 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_10_f81 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_11_f82 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_12_f83 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_13_f84 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_14_f85 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_15_f86 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_16_f87 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_17_f88 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_18_f89 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_19_f90 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_20_f91 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_21_f92 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_22_f93 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_23_f94 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_24_f95 numeric
@attribute class {blues,classical,country,hiphop,jazz,metal,pop,reggae,rock}

@data
0.80921,0.684276,0.659415,0.575836,0.592719,0.475628,0.437079,0.464047,0.447027,0.428603,0.392118,0.383178,0.387921,0.386611,0.378261,0.394338,0.401247,0.42661,0.441953,0.475487,0.486544,0.9805,0.9805,0.9805,0.204604,0.206044,0.221746,0.22367,0.225568,0.239835,0.228511,0.231437,0.207638,0.200325,0.197334,0.197371,0.189906,0.187536,0.184015,0.175656,0.174747,0.161109,0.156307,0.135985,0.128739,0.015642,0.015642,0.015642,0.105238,0.10512,0.107782,0.09674,0.105927,0.107224,0.100269,0.088798,0.084017,0.076163,0.065672,0.068869,0.070555,0.063811,0.062022,0.059578,0.069344,0.073421,0.062214,0.063401,0.062116,0.111612,0.111612,0.111612,0.045317,0.040486,0.03713,0.03183,0.041562,0.028165,0.035273,0.031555,0.031112,0.032976,0.028757,0.024963,0.027823,0.029617,0.027549,0.025025,0.024402,0.037668,0.032028,0.033428,0.034956,0.080111,0.080111,0.080111,country
0.752969,0.718874,0.686348,0.617574,0.569455,0.51721,0.47033,0.53168,0.479251,0.43333,0.391731,0.44299,0.450088,0.494427,0.426768,0.264258,0.3493,0.462166,0.426799,0.414717,0.409506,0.9805,0.9805,0.9805,0.218377,0.194576,0.199806,0.201128,0.206675,0.196056,0.18756,0.184567,0.171545,0.166007,0.161852,0.155799,0.146167,0.128136,0.137267,0.139787,0.156077,0.106119,0.116209,0.116911,0.121982,0.015642,0.015642,0.015642,0.124475,0.091612,0.094844,0.088068,0.101758,0.093191,0.124648,0.099753,0.090134,0.07422,0.079977,0.076489,0.072848,0.076197,0.066203,0.063116,0.072828,0.061591,0.057792,0.063934,0.065594,0.111612,0.111612,0.111612,0.047983,0.042816,0.041902,0.028868,0.03029,0.026673,0.030715,0.029708,0.034046,0.028614,0.021119,0.029523,0.025658,0.020359,0.017664,0.027359,0.023598,0.024928,0.025287,0.025722,0.027144,0.080111,0.080111,0.080111,country
0.78669,0.611525,0.62824,0.523568,0.556309,0.480425,0.400801,0.435916,0.379482,0.363648,0.374701,0.3619,0.361762,0.361137,0.382253,0.332394,0.345106,0.355829,0.408835,0.424688,0.423547,0.9805,0.9805,0.9805,0.207269,0.215692,0.229379,0.210297,0.192795,0.198657,0.173476,0.171895,0.17711,0.172338,0.147947,0.151614,0.150355,0.141059,0.143965,0.150242,0.147436,0.144264,0.144725,0.132755,0.132876,0.015642,0.015642,0.015642,0.121623,0.128537,0.140564,0.13253,0.10736,0.117693,0.120666,0.133669,0.12399,0.082238,0.106103,0.120715,0.105882,0.109482,0.105661,0.095878,0.108374,0.10311,0.093314,0.09352,0.087392,0.111612,0.111612,0.111612,0.052197,0.043081,0.044047,0.042844,0.038069,0.038221,0.032793,0.029544,0.036367,0.032793,0.032536,0.038281,0.036519,0.036945,0.03528,0.035991,0.032801,0.035056,0.040105,0.038747,0.039252,0.080111,0.080111,0.080111,country
0.774382,0.668964,0.636293,0.554183,0.557365,0.518891,0.505333,0.509958,0.465039,0.455891,0.387121,0.378705,0.408653,0.406149,0.43099,0.384444,0.445619,0.482639,0.490281,0.491005,0.472408,0.9805,0.9805,0.9805,0.206317,0.19738,0.216725,0.19385,0.199073,0.199719,0.188054,0.183259,0.174748,0.170506,0.160636,0.150583,0.140578,0.139931,0.130439,0.13273,0.116764,0.102131,0.099707,0.095773,0.095909,0.015642,0.015642,0.015642,0.102285,0.107245,0.104953,0.120797,0.104499,0.089938,0.102245,0.103939,0.097097,0.089004,0.091823,0.10355,0.105995,0.071829,0.061678,0.08114,0.063666,0.066092,0.071745,0.071416,0.067528,0.111612,0.111612,0.111612,0.048661,0.045976,0.038342,0.029443,0.03635,0.02725,0.036846,0.029324,0.026922,0.032023,0.032359,0.032507,0.035083,0.029369,0.027799,0.030425,0.027547,0.025295,0.02997,0.029178,0.028007,0.080111,0.080111,0.080111,country
0.780842,0.661756,0.653016,0.611945,0.616716,0.522679,0.418727,0.449226,0.420229,0.399767,0.383958,0.376837,0.385441,0.363516,0.375178,0.392682,0.431528,0.455285,0.454676,0.468971,0.492491,0.9805,0.9805,0.9805,0.212759,0.216304,0.219526,0.215376,0.220635,0.212134,0.201323,0.209332,0.178202,0.177506,0.16956,0.168601,0.161619,0.145439,0.137194,0.144684,0.146922,0.130176,0.128678,0.109246,0.097358,0.015642,0.015642,0.015642,0.098931,0.116519,0.11044,0.111764,0.101414,0.088639,0.08509,0.074427,0.079043,0.076793,0.073875,0.067507,0.088708,0.079663,0.078834,0.067343,0.066578,0.058105,0.060443,0.059174,0.061131,0.111612,0.111612,0.111612,0.045181,0.028539,0.036644,0.029612,0.033099,0.034045,0.037392,0.03408,0.028716,0.028181,0.027809,0.022059,0.024648,0.02261,0.023836,0.028617,0.027884,0.028347,0.032309,0.027834,0.029629,0.080111,0.080111,0.080111,country
0.809964,0.696131,0.662645,0.587353,0.602797,0.436628,0.502961,0.490806,0.430534,0.381116,0.405559,0.387521,0.394121,0.394318,0.376727,0.415642,0.426744,0.458418,0.456757,0.471348,0.468951,0.9805,0.9805,0.9805,0.20497,0.214493,0.217129,0.21737,0.199658,0.20287,0.216879,0.202816,0.184875,0.181461,0.169073,0.16807,0.14367,0.131042,0.131876,0.144528,0.138312,0.127284,0.118514,0.111703,0.102855,0.015642,0.015642,0.015642,0.097858,0.092962,0.09171,0.085576,0.085507,0.074664,0.079714,0.073058,0.066695,0.061979,0.067577,0.071136,0.055543,0.070232,0.06646,0.065596,0.063466,0.069228,0.06874,0.0694,0.060889,0.111612,0.111612,0.111612,0.045718,0.039654,0.03792,0.033397,0.035149,0.033653,0.032398,0.034494,0.025382,0.023149,0.02597,0.023369,0.025344,0.021065,0.020647,0.025679,0.02478,0.027328,0.026762,0.028815,0.029712,0.080111,0.080111,0.080111,country
0.806167,0.617656,0.675915,0.60114,0.552789,0.466675,0.431302,0.419924,0.425471,0.420865,0.426257,0.433372,0.427007,0.406841,0.42225,0.392647,0.411845,0.443069,0.480589,0.466311,0.460948,0.9805,0.9805,0.9805,0.196078,0.223019,0.21223,0.21609,0.227173,0.225903,0.212909,0.211214,0.199037,0.188464,0.176004,0.172609,0.157338,0.162247,0.156504,0.165488,0.155032,0.148934,0.117839,0.116319,0.118143,0.015642,0.015642,0.015642,0.112813,0.103685,0.093462,0.100373,0.097955,0.115864,0.126877,0.130763,0.117939,0.113743,0.110214,0.097211,0.08451,0.089762,0.08941,0.093451,0.077903,0.071988,0.066156,0.062208,0.061759,0.111612,0.111612,0.111612,0.044682,0.026785,0.027988,0.037047,0.026028,0.03568,0.038406,0.032895,0.034184,0.03006,0.027263,0.026243,0.020258,0.025947,0.030838,0.031766,0.032796,0.036429,0.031545,0.027235,0.031199,0.080111,0.080111,0.080111,country
0.755304,0.642776,0.620373,0.585315,0.53363,0.499747,0.510621,0.499493,0.496202,0.459754,0.457191,0.471206,0.458082,0.442536,0.428114,0.337228,0.451973,0.457548,0.489703,0.476648,0.476145,0.9805,0.9805,0.9805,0.224782,0.214726,0.217787,0.203424,0.216502,0.19636,0.18867,0.20057,0.175144,0.172693,0.170622,0.153568,0.151562,0.131487,0.136725,0.151948,0.132587,0.119481,0.11337,0.108156,0.107462,0.015642,0.015642,0.015642,0.104016,0.10064,0.094409,0.082674,0.100765,0.088366,0.087931,0.087213,0.084251,0.078658,0.085133,0.080397,0.074417,0.066577,0.063986,0.106039,0.082856,0.072906,0.072978,0.077313,0.070401,0.111612,0.111612,0.111612,0.043587,0.033853,0.037692,0.032238,0.032107,0.026154,0.031232,0.029917,0.031606,0.026081,0.021814,0.025545,0.019657,0.024937,0.024284,0.033429,0.030142,0.026874,0.03501,0.037364,0.036235,0.080111,0.080111,0.080111,country
0.769594,0.587539,0.620326,0.526631,0.550914,0.49344,0.471055,0.483701,0.461522,0.448283,0.439127,0.405045,0.389726,0.418242,0.447439,0.427902,0.394464,0.426795,0.457757,0.470002,0.473671,0.9805,0.9805,0.9805,0.213077,0.22848,0.226911,0.237475,0.211189,0.214488,0.194351,0.19745,0.170839,0.16737,0.153938,0.164043,0.160264,0.154276,0.147434,0.142784,0.141678,0.132952,0.119822,0.109197,0.110604,0.015642,0.015642,0.015642,0.107555,0.103565,0.106017,0.089992,0.091385,0.089011,0.08461,0.088635,0.07755,0.079905,0.075173,0.076464,0.081257,0.07003,0.059449,0.057172,0.06601,0.06579,0.056613,0.057056,0.05686,0.111612,0.111612,0.111612,0.041771,0.030591,0.033488,0.035479,0.024039,0.031456,0.025343,0.025373,0.024523,0.028749,0.024688,0.026641,0.023999,0.025345,0.033409,0.030072,0.030841,0.031144,0.02626,0.027888,0.030199,0.080111,0.080111,0.080111,country
0.78459,0.631583,0.621886,0.549694,0.56466,0.553236,0.489314,0.472278,0.458795,0.440018,0.382515,0.351525,0.411439,0.355144,0.409077,0.418999,0.453875,0.463306,0.464742,0.443564,0.465751,0.9805,0.9805,0.9805,0.208962,0.216859,0.21612,0.195594,0.217365,0.206478,0.188717,0.186845,0.166845,0.166984,0.161406,0.157692,0.151991,0.148266,0.144886,0.14614,0.13871,0.134832,0.123406,0.116687,0.111401,0.015642,0.015642,0.015642,0.106093,0.101396,0.108311,0.105195,0.100888,0.109594,0.095993,0.083342,0.082761,0.082574,0.070741,0.073281,0.072987,0.077201,0.063738,0.066216,0.061862,0.062917,0.064462,0.05864,0.058302,0.111612,0.111612,0.111612,0.040084,0.025364,0.037594,0.024177,0.036186,0.038736,0.026446,0.026932,0.022621,0.02752,0.025169,0.022967,0.026875,0.022237,0.024303,0.031917,0.033609,0.03644,0.029919,0.027893,0.029618,0.080111,0.080111,0.080111,country
0.76714,0.687347,0.633689,0.491443,0.443362,0.376377,0.331998,0.385761,0.351967,0.296973,0.300536,0.293575,0.313575,0.297238,0.292076,0.244772,0.342456,0.339931,0.354007,0.377105,0.416187,0.9805,0.9805,0.9805,0.210142,0.196581,0.205244,0.197285,0.193081,0.161876,0.157039,0.17609,0.164521,0.144496,0.142951,0.137756,0.135881,0.12855,0.139052,0.141534,0.143074,0.139873,0.13543,0.124394,0.124827,0.015642,0.015642,0.015642,0.120005,0.119844,0.131114,0.103031,0.160878,0.1601,0.137659,0.136161,0.113614,0.095913,0.123117,0.102407,0.107032,0.110729,0.089566,0.111892,0.093695,0.099745,0.112698,0.086555,0.089669,0.111612,0.111612,0.111612,0.058037,0.048407,0.046052,0.039073,0.051429,0.054349,0.044298,0.048128,0.042307,0.038219,0.037371,0.03068,0.034431,0.032638,0.033409,0.035543,0.03097,0.02967,0.028935,0.025818,0.03339,0.080111,0.080111,0.080111,country
0.661918,0.539789,0.528294,0.487725,0.452271,0.439277,0.449419,0.473576,0.419812,0.425756,0.444171,0.382003,0.411982,0.428473,0.396371,0.400857,0.385412,0.437693,0.460588,0.426478,0.439466,0.9805,0.9805,0.9805,0.25303,0.242143,0.238933,0.219463,0.237938,0.220324,0.20817,0.198383,0.189666,0.186047,0.186381,0.172422,0.17646,0.158203,0.153115,0.147917,0.156012,0.138901,0.128865,0.129941,0.123833,0.015642,0.015642,0.015642,0.132908,0.127955,0.131168,0.115425,0.12672,0.121105,0.104228,0.115007,0.113509,0.107536,0.107266,0.100666,0.09249,0.082855,0.089208,0.081388,0.074199,0.061084,0.0689,0.064792,0.065195,0.111612,0.111612,0.111612,0.049865,0.049149,0.038775,0.039819,0.034322,0.037557,0.030061,0.027702,0.029563,0.032757,0.032041,0.032936,0.034747,0.038428,0.036855,0.03635,0.033328,0.037373,0.037127,0.033243,0.036279,0.080111,0.080111,0.080111,country
0.780864,0.598069,0.591992,0.526703,0.56117,0.534573,0.459747,0.490612,0.504166,0.421705,0.390648,0.435013,0.445857,0.347076,0.368682,0.274798,0.40081,0.386803,0.338285,0.352506,0.474802,0.9805,0.9805,0.9805,0.200868,0.216794,0.21974,0.210945,0.200789,0.201527,0.185822,0.187166,0.175693,0.173476,0.166255,0.166461,0.15033,0.149877,0.147205,0.156008,0.138304,0.133658,0.128577,0.131716,0.104859,0.015642,0.015642,0.015642,0.092983,0.096347,0.093619,0.119394,0.093481,0.105787,0.090559,0.082304,0.09886,0.08047,0.075529,0.088351,0.077559,0.083926,0.082294,0.08192,0.059715,0.065816,0.060554,0.062113,0.064148,0.111612,0.111612,0.111612,0.050757,0.030343,0.041081,0.032837,0.034519,0.036398,0.032437,0.033024,0.035714,0.033631,0.024054,0.027045,0.030878,0.025342,0.026899,0.02787,0.026141,0.028528,0.024362,0.021395,0.03011,0.080111,0.080111,0.080111,country
0.763548,0.574169,0.569655,0.535457,0.592797,0.499897,0.361805,0.326467,0.311925,0.325709,0.29904,0.288193,0.296703,0.279364,0.253387,0.247473,0.212868,0.20636,0.424454,0.416815,0.377677,0.9805,0.9805,0.9805,0.202815,0.216051,0.218507,0.200894,0.197504,0.204289,0.197532,0.205943,0.184285,0.167802,0.163319,0.161146,0.156026,0.147869,0.14004,0.13553,0.137846,0.157297,0.122922,0.129079,0.132031,0.015642,0.015642,0.015642,0.0966,0.115069,0.1314,0.118187,0.105612,0.107308,0.107075,0.103181,0.104811,0.09711,0.087409,0.084533,0.081472,0.07753,0.091246,0.086681,0.085471,0.084976,0.057245,0.068207,0.08733,0.111612,0.111612,0.111612,0.056944,0.03865,0.045142,0.034271,0.035388,0.036328,0.032479,0.038095,0.033591,0.025872,0.026562,0.026749,0.031465,0.027307,0.036356,0.025884,0.030831,0.034818,0.025421,0.027252,0.028835,0.080111,0.080111,0.080111,country
0.724387,0.625322,0.543502,0.489302,0.42963,0.422167,0.39922,0.530971,0.474066,0.389168,0.338623,0.377469,0.345835,0.350328,0.364819,0.344666,0.293192,0.381809,0.405933,0.423063,0.441595,0.9805,0.9805,0.9805,0.2444,0.209757,0.225138,0.209664,0.214212,0.213788,0.205959,0.190673,0.177263,0.178784,0.178319,0.171979,0.156747,0.149813,0.140463,0.132423,0.152374,0.141263,0.129098,0.116378,0.107788,0.015642,0.015642,0.015642,0.105379,0.102912,0.101936,0.092031,0.094838,0.090717,0.092854,0.087208,0.092671,0.077388,0.065939,0.095223,0.081909,0.077663,0.066769,0.079971,0.094039,0.070321,0.08427,0.075434,0.077213,0.111612,0.111612,0.111612,0.050538,0.046025,0.030888,0.033647,0.038128,0.046612,0.038466,0.034389,0.032236,0.029861,0.028335,0.028204,0.032974,0.027632,0.0299,0.02959,0.032674,0.029658,0.028647,0.023924,0.026491,0.080111,0.080111,0.080111,country
0.737035,0.634231,0.634761,0.593754,0.590046,0.448367,0.430366,0.452222,0.429371,0.414234,0.40121,0.386015,0.415294,0.348245,0.354059,0.327492,0.39224,0.409886,0.381138,0.464594,0.478694,0.9805,0.9805,0.9805,0.223977,0.219686,0.220139,0.206699,0.228086,0.201289,0.197164,0.195634,0.183285,0.16835,0.1828,0.178185,0.177325,0.163826,0.163071,0.157937,0.145082,0.142619,0.148281,0.107564,0.096665,0.015642,0.015642,0.015642,0.120718,0.098909,0.111081,0.102912,0.119163,0.096408,0.101683,0.105236,0.100113,0.119229,0.10295,0.09277,0.098137,0.084208,0.081619,0.099754,0.093484,0.067834,0.065965,0.071256,0.073876,0.111612,0.111612,0.111612,0.043706,0.030729,0.038639,0.038762,0.039328,0.033778,0.038857,0.032714,0.032193,0.033738,0.028739,0.027742,0.030363,0.024461,0.026464,0.032095,0.029896,0.029672,0.023363,0.028817,0.025915,0.080111,0.080111,0.080111,country
0.771634,0.59771,0.647125,0.560952,0.552631,0.457605,0.486298,0.460297,0.392208,0.348457,0.320717,0.345081,0.386374,0.365755,0.361984,0.373451,0.361047,0.395981,0.394511,0.389343,0.192479,0.9805,0.9805,0.9805,0.199907,0.219863,0.221718,0.215767,0.198875,0.188995,0.184091,0.200972,0.184524,0.169436,0.162641,0.165895,0.163279,0.16637,0.163366,0.151528,0.167843,0.157568,0.140474,0.133966,0.104004,0.015642,0.015642,0.015642,0.114286,0.11099,0.114297,0.124496,0.099622,0.102856,0.140685,0.100805,0.086623,0.121445,0.110819,0.082157,0.08674,0.077986,0.084013,0.070483,0.080416,0.07446,0.083191,0.061713,0.053355,0.111612,0.111612,0.111612,0.050862,0.037187,0.043717,0.039719,0.040161,0.045272,0.042116,0.029558,0.031678,0.040575,0.044467,0.027841,0.024263,0.023609,0.024563,0.024444,0.031459,0.028672,0.028038,0.025925,0.04906,0.080111,0.080111,0.080111,country
0.612524,0.623934,0.580674,0.511396,0.418779,0.449602,0.422624,0.471871,0.423991,0.381049,0.357622,0.323114,0.296527,0.29736,0.309744,0.295645,0.268629,0.297883,0.321438,0.349808,0.186621,0.9805,0.9805,0.9805,0.226348,0.217114,0.201908,0.197248,0.199504,0.193612,0.188832,0.181774,0.166111,0.154173,0.15153,0.147531,0.133594,0.128867,0.129455,0.124298,0.130607,0.130665,0.129128,0.135395,0.134629,0.015642,0.015642,0.015642,0.183348,0.127511,0.11215,0.159114,0.135104,0.123588,0.126149,0.101047,0.094222,0.12547,0.122588,0.091205,0.080182,0.076947,0.0766,0.075216,0.080839,0.072033,0.072128,0.0792,0.075142,0.111612,0.111612,0.111612,0.058702,0.04449,0.038927,0.044307,0.03615,0.031336,0.035799,0.029447,0.02522,0.033117,0.029638,0.029176,0.026872,0.028811,0.029572,0.022683,0.026502,0.030613,0.023787,0.03619,0.067298,0.080111,0.080111,0.080111,country
0.733821,0.604045,0.588918,0.498434,0.476997,0.430571,0.423677,0.397949,0.380592,0.398519,0.313448,0.375021,0.434163,0.369615,0.346498,0.328221,0.319524,0.380193,0.387382,0.372942,0.258387,0.9805,0.9805,0.9805,0.197508,0.205852,0.21552,0.189821,0.197948,0.176028,0.189546,0.173518,0.162569,0.166532,0.149884,0.154819,0.134755,0.131559,0.129229,0.121096,0.122131,0.12448,0.11329,0.113805,0.118496,0.015642,0.015642,0.015642,0.120813,0.16908,0.127521,0.135504,0.099374,0.106319,0.114216,0.119743,0.120411,0.110042,0.08151,0.102182,0.103515,0.088017,0.091736,0.09305,0.107919,0.085625,0.078485,0.075522,0.091831,0.111612,0.111612,0.111612,0.063191,0.05951,0.035446,0.040235,0.051326,0.03861,0.044356,0.042267,0.035651,0.032084,0.033719,0.035767,0.028895,0.025676,0.028854,0.032238,0.033096,0.029222,0.026334,0.029907,0.047051,0.080111,0.080111,0.080111,country
0.740201,0.651796,0.627716,0.578222,0.564655,0.465001,0.503508,0.50242,0.45674,0.409115,0.377794,0.387633,0.421356,0.401294,0.384473,0.412747,0.409325,0.433064,0.42025,0.410847,0.145941,0.9805,0.9805,0.9805,0.212906,0.205994,0.222954,0.207873,0.22758,0.212997,0.206922,0.197063,0.176691,0.181507,0.17774,0.17654,0.160388,0.157858,0.157829,0.15261,0.160619,0.141994,0.127043,0.126247,0.067415,0.015642,0.015642,0.015642,0.148686,0.096251,0.125252,0.087389,0.105151,0.109085,0.112576,0.102969,0.092484,0.079313,0.099197,0.092136,0.087879,0.074912,0.072379,0.065359,0.079127,0.074374,0.081314,0.082045,0.038585,0.111612,0.111612,0.111612,0.048708,0.040174,0.035821,0.026811,0.038793,0.038302,0.036807,0.031287,0.030381,0.029703,0.038831,0.035248,0.035628,0.028733,0.03072,0.025893,0.033448,0.029382,0.030215,0.030885,0.03082,0.080111,0.080111,0.080111,country
0.722548,0.56879,0.597042,0.544459,0.542244,0.517735,0.469989,0.456408,0.457531,0.42344,0.358214,0.342281,0.297041,0.295788,0.295458,0.297855,0.353149,0.314178,0.320021,0.357726,0.171446,0.9805,0.9805,0.9805,0.206995,0.207027,0.212524,0.208178,0.211782,0.197937,0.182784,0.172973,0.162216,0.163741,0.151187,0.143199,0.138484,0.135083,0.155409,0.14459,0.147236,0.143221,0.144999,0.134085,0.098422,0.015642,0.015642,0.015642,0.145843,0.185131,0.173462,0.150301,0.134377,0.134381,0.16447,0.150285,0.118163,0.122968,0.08748,0.074915,0.071047,0.090525,0.124182,0.100762,0.090977,0.101737,0.111397,0.085425,0.062679,0.111612,0.111612,0.111612,0.058613,0.056455,0.056105,0.059775,0.045655,0.041497,0.043833,0.036576,0.034687,0.036984,0.02659,0.027299,0.029035,0.034828,0.039075,0.034413,0.03067,0.034939,0.045203,0.027656,0.039115,0.080111,0.080111,0.080111,country
